ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:61957,https://data.letterenhuis.be/ark:/24970/6fc083fc-9fa5-5833-acff-cd6da84c6cfa,Affiches,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.0,2109,In Copyright
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19940413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19940626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plages"" / Chronique du littoral Havrais / Exposition / Musée de l'Ancien Havre",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1994-04-13,1994-06-26,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,8fd19d45-9ad9-512c-bc1d-1728f34e9d33,au::102809:1,tg:lhps:61957_#1,"dlod={""name"":""Le Havre (Seine-Maritime)"",""ark"":""ark:/83110/x0/8fd19d45-9ad9-512c-bc1d-1728f34e9d33"",""uri"":""/subjects/11000563"",""id"":""au::102809"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000057754,referentienummer,False,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:61957,brocade id,False,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:61957/N,brocade url,False,,,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cd8f5a7a-c7f3-5d30-b6ba-be2938a0a790"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1f55587-47eb-43cf-8965-52847f52aecd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_OriginalBrocade,,,au::18141,,,,lhps,,,f3588cfe-f8d8-5942-ba54-b6671f9e8f92,kw,,au::18141:1,au::18141g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""name"":""Tentoonstellingen [Alg.]"",""ark"":""ark:/83110/x0/f3588cfe-f8d8-5942-ba54-b6671f9e8f92"",""uri"":""/subjects/1941087"",""id"":""au::18141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""topic""}",ark:/83110/x0/f3588cfe-f8d8-5942-ba54-b6671f9e8f92,topic,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_OriginalBrocade,,,au::13285,,,,lhps,,,a7334baf-fcc4-5453-af3d-52876272a9a8,kw,,au::13285:1,au::13285g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""name"":""Musea"",""ark"":""ark:/83110/x0/a7334baf-fcc4-5453-af3d-52876272a9a8"",""uri"":""/subjects/1421495"",""id"":""au::13285"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""topic""}",ark:/83110/x0/a7334baf-fcc4-5453-af3d-52876272a9a8,topic,,,,,,,,,
6fc083fc-9fa5-5833-acff-cd6da84c6cfa,tg:lhps:61957,e73_OriginalBrocade,,,au::102809,,,,lhps,,,8fd19d45-9ad9-512c-bc1d-1728f34e9d33,kw,,au::102809:1,au::102809g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""name"":""Le Havre (Seine-Maritime)"",""ark"":""ark:/83110/x0/8fd19d45-9ad9-512c-bc1d-1728f34e9d33"",""uri"":""/subjects/11000563"",""id"":""au::102809"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",ark:/83110/x0/8fd19d45-9ad9-512c-bc1d-1728f34e9d33,place,,,,,,,,,
