ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:44547,record identifiers,https://data.letterenhuis.be/ark:/24970/af2d7ddd-5403-5f8f-83fb-06ed8b45b649,object identifier,Affiches,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a44c07ec-04dc-4c1e-9d81-1b9913239289"", ""ontologyProperty"": """", ""resourceXresourceId"": ""acaf67aa-689f-430b-b7f5-bac18dd09cd5"", ""inverseOntologyProperty"": """"}]"
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.0,2110,In Copyright,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19950927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19951112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Sauna<br />
Het sacrale van de finse sauna<br />
Expositie<br />
Fins Cultureel Centrum</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,1995-09-27,1995-11-12,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,,,,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,au::100141,remarks,Nederlands,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000040464,referentienummer,False,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:44547,brocade id,False,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:44547/N,brocade url,False,,,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""6c99307c-55da-5204-acf3-2ae87e5df4e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7459b43b-c8d1-4c82-bff9-ed71b38b5416"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
af2d7ddd-5403-5f8f-83fb-06ed8b45b649,tg:lhps:44547,e73_Titles,,,au::46930,,,,lhps,lhps,Affiche,dac74b38-535b-51bb-bfbf-29a63ee33d58,kw,,au::46930:1,au::46930g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/5021510"",""au::46930"",""au::46930:1"",""ark:/83110/x0/dac74b38-535b-51bb-bfbf-29a63ee33d58"",""Het Fins Cultureel Centrum"",""ark:/83110/x0/fd9387f9-ad5b-55f2-b8a0-ebb2ef06c6e0""],""name"":""Het Fins Cultureel Centrum"",""ark"":""ark:/83110/x0/fd9387f9-ad5b-55f2-b8a0-ebb2ef06c6e0"",""uri"":""/agents/corporate_entities/5021510"",""id"":""au::46930:1"",""resourceArk"":""ark:/83110/x0/dac74b38-535b-51bb-bfbf-29a63ee33d58"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dac74b38-535b-51bb-bfbf-29a63ee33d58,,,,,,,,,,,,
