ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Creation Time Span Source Note,Documented Event Type,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Documented Event Place Name Widget,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:55263,record identifiers,https://data.letterenhuis.be/ark:/24970/44e99e94-2475-5d7e-ab21-f61acb8bf4c5,object identifier,Affiches,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b5d77a1a-94c1-49f4-8589-77764a608737"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d3821a7-1fd5-45c9-9b86-acaba7739954"", ""inverseOntologyProperty"": """"}]"
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,2118,In Copyright,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20030501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20030510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>t:mefestival / Ars Moriendi / Ars Vivendi / <a href=""http://www.timefestival.be"">www.timefestival.be</a></p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,,2uu3-05-01,2uu3-05-10,,,,,,,,,,related events (relationship indicator),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263_#1,e73_DocumentedEventsPlaces_lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,au::100654,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,,,,,,,au::100654,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,,au::100654,remarks,Nederlands,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/10769978"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_LegacyImages,,,,,,,,lhps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/5_/55_/tg_lhps_55263.tif,image high resolution,,,,,,,,,,,,,d:lh:283052,e73_LegacyImages,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000051070,referentienummer,False,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:55263,brocade id,False,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:55263/N,brocade url,False,,,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5df6936a-6498-55b9-9d4d-abd619959659"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2b8e5611-efd5-470a-97f1-ffb9fcbdde4b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
44e99e94-2475-5d7e-ab21-f61acb8bf4c5,tg:lhps:55263,e73_Titles,,,au::109199,,,,lhps,lhps,Affiche,c9ed3e17-c05c-5296-b4e8-a4ac7ebebd47,ds,designers,au::109199:1,au::109199g:1,,"dlod={""suggest"":[""/agents/people/11684293"",""au::109199"",""au::109199:1"",""ark:/83110/x0/c9ed3e17-c05c-5296-b4e8-a4ac7ebebd47"",""Stephen Sack"",""ark:/83110/x0/c82d13fa-2efb-5e1f-90d3-89ea23dd7109""],""name"":""Stephen Sack"",""ark"":""ark:/83110/x0/c82d13fa-2efb-5e1f-90d3-89ea23dd7109"",""uri"":""/agents/people/11684293"",""id"":""au::109199:1"",""resourceArk"":""ark:/83110/x0/c9ed3e17-c05c-5296-b4e8-a4ac7ebebd47"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9ed3e17-c05c-5296-b4e8-a4ac7ebebd47,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
