ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:25502,https://data.letterenhuis.be/ark:/24970/9dcf62cf-812b-5c39-8e47-d2ccb6346216,Affiches,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,2095,In Copyright
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_CreationActors,,,au::15058,,,,lhps,lhps,Affiche,c6f36f10-310f-5d49-b690-8e369f0c0a0e,ds,designers,au::15058:1,au::15058g:1,,"dlod={""suggest"":[""/agents/people/1611206"",""au::15058"",""au::15058:1"",""ark:/83110/x0/c6f36f10-310f-5d49-b690-8e369f0c0a0e"",""Johan Pot""],""name"":""Johan Pot"",""ark"":""ark:/83110/x0/c6f36f10-310f-5d49-b690-8e369f0c0a0e"",""uri"":""/agents/people/1611206"",""id"":""au::15058:1"",""isCapacity"":false}",ark:/83110/x0/c6f36f10-310f-5d49-b690-8e369f0c0a0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19801105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,19810107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prima Italia  
Italische Kunst  
(1ste Milienium v. Chr.)  
KMKG  
Europalia 80 Belgie",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,1980-11-05,1981-01-07,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,tg:lhps:25502_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,Brussel,,au::100105:1,tg:lhps:25502_#1,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/10711235"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000024839,referentienummer,False,,,,,,,,,,,,,,,
9dcf62cf-812b-5c39-8e47-d2ccb6346216,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:25502,brocade id,False,,,,,,,,,,,,,,,
