ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Event Start Date,Event End Date,Event Start Date Type,Event End Date Type,Event Start Date Note,Event Start Date Note Type,Event Start Date Note Language,Event End Date Note,Event End Date Note Type,Event End Date Note Language,Documented Event Type,Creation Time Span Source Note,Description,Description Type,Description Language,db,Documented Event Place Order,source_place_name,source_au_uuid,match_id,record_id,Documented Event Place Name Widget,Documented Event Place Note,Documented Event Place Note Language,Documented Event Place Note Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:46455,https://data.letterenhuis.be/ark:/24970/1b324460-567b-5f74-a884-db567d22929b,Affiches,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.0,2054,In Copyright
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_CreationActors,,,au::107377,,,,lhps,lhps,Affiche,88bb4b25-2f3b-568c-9be1-77bd6e6312d4,ds,designers,au::107377:1,au::107377g:1,,"dlod={""suggest"":[""/agents/people/11489339"",""au::107377"",""au::107377:1"",""ark:/83110/x0/88bb4b25-2f3b-568c-9be1-77bd6e6312d4"",""Kurt van der Elst""],""name"":""Kurt van der Elst"",""ark"":""ark:/83110/x0/88bb4b25-2f3b-568c-9be1-77bd6e6312d4"",""uri"":""/agents/people/11489339"",""id"":""au::107377:1"",""isCapacity"":false}",ark:/83110/x0/88bb4b25-2f3b-568c-9be1-77bd6e6312d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,20110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,"les Ballets C de la B / ""deze dans is van de wereld en de wereld is van iedereen"" / [seizoensaffiche]",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_DocumentedEvents,,,,,,,,,,,,,,,,,,2010,2011,,,,,,,,,related events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455_#1,e73_DocumentedEventsPlaces_lhps,,place_csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lhps,1.0,,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,au::100654:1,tg:lhps:46455_#1,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/10769978"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/ps/000042341,referentienummer,False,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhps:46455,brocade id,False,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhps:46455/N,brocade url,False,,,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4d354ec8-dcc9-57b8-9bd2-f37ac492522d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56297451-edc9-4a30-829d-cbb2ed44a73f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_OriginalBrocade,,,au::107344,,,,lhps,,,3bddf671-9a86-55e2-9071-0b83eba4a87f,kw,,au::107344:1,au::107344g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/11485808"",""au::107344"",""au::107344:1"",""ark:/83110/x0/3bddf671-9a86-55e2-9071-0b83eba4a87f"",""Prospekta - Culturele Affichewedstrijd 2010-2011""],""name"":""Prospekta - Culturele Affichewedstrijd 2010-2011"",""ark"":""ark:/83110/x0/3bddf671-9a86-55e2-9071-0b83eba4a87f"",""uri"":""/agents/corporate_entities/11485808"",""id"":""au::107344:1"",""isCapacity"":false}",ark:/83110/x0/3bddf671-9a86-55e2-9071-0b83eba4a87f,agent,,,,,,,,,
1b324460-567b-5f74-a884-db567d22929b,tg:lhps:46455,e73_OriginalBrocade,,,au::48102,,,,lhps,,,78251ed5-a64b-5c21-860d-981a29d119c4,kw,,au::48102:1,au::48102g:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/5146914"",""au::48102"",""au::48102:1"",""ark:/83110/x0/78251ed5-a64b-5c21-860d-981a29d119c4"",""Alain Platel""],""name"":""Alain Platel"",""ark"":""ark:/83110/x0/78251ed5-a64b-5c21-860d-981a29d119c4"",""uri"":""/agents/people/5146914"",""id"":""au::48102:1"",""isCapacity"":false}",ark:/83110/x0/78251ed5-a64b-5c21-860d-981a29d119c4,agent,,,,,,,,,
