ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:671_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/0ffd144a-ff00-5097-804c-cce2af312df8,object identifier,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Archives,1,,,,,,isad:mpm:221,"dlod={""name"":""Debiteuren"",""ark"":""ark:/11975/x0/dbb5bacc-e11d-5c98-b960-5a16f322f85e"",""uri"":""/repositories/10/archival_objects/23648"",""id"":""isad:mpm:221"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Registers"",""Grootboeken""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Debiteuren"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/dbb5bacc-e11d-5c98-b960-5a16f322f85e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,40 x 27,,,,,,,,,,,,"40 x 27 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,400,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,270,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,41,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,144,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:671_#1,Arch. 662,isad:mpm:221,10 Q 8 A,0ffd144a-ff00-5097-804c-cce2af312df8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,,,,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,open,,,,,,,,
0ffd144a-ff00-5097-804c-cce2af312df8,tg:mpmre:671_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N2WJxMBVOFUYYQoMSV0Kx8fQ,mpmre,https://dams.antwerpen.be/iiif/N2WJxMBVOFUYYQoMSV0Kx8fQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/N2WJxMBVOFUYYQoMSV0Kx8fQ,DAMS Image,mpm,Tekstdrager
