ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:250_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/af91cee5-801d-5aed-b7d4-b530b85b381f,object identifier,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Archives,1,,,,,,isad:mpm:565,"dlod={""name"":""Journalen van persoonlijke uitgaven"",""ark"":""ark:/11975/x0/760f1277-30bc-5ff7-bf95-386cc13796d9"",""uri"":""/repositories/10/archival_objects/60456"",""id"":""isad:mpm:565"",""nameWithContext"":[""Archief van de familie Moretus"",""Archief van Christoffel Plantijn en de familie Moretus"",""Persoonsarchieven"",""Balthasar II Moretus en Anna Goos"",""Beheer van de gezinsfinanciën""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Journalen van persoonlijke uitgaven"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/760f1277-30bc-5ff7-bf95-386cc13796d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,33 x 21,,,,,,,,,,,,"33 x 21 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,330,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,210,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,,,,,,,,,,,,,extracts (partial documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:250_#1,Arch. 335,isad:mpm:565,10 Q 5 C,af91cee5-801d-5aed-b7d4-b530b85b381f,,los stuk tussen fol. 67-68,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notarial documents,,,,,,,,,,,,,,,,,,,
af91cee5-801d-5aed-b7d4-b530b85b381f,tg:mpmak:250_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682,open,,,,,,,,
