ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:668_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/f5635344-3d0b-57db-8d8c-ddbd8789ba64,object identifier,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Archives,1,,,,,,isad:mpm:347,"dlod={""name"":""Sterfhuis van François II Schilders"",""ark"":""ark:/11975/x0/9f048b96-aae6-5543-8fda-64af10eb9987"",""uri"":""/repositories/10/archival_objects/37130"",""id"":""isad:mpm:347"",""nameWithContext"":[""Archief van de familie Moretus"",""Archieven van de aanverwante families"",""Archief van de familie Schilders"",""Familie- en bedrijfsarchief van Paulus Franciscus Schilders"",""Beheer van familieaangelegenheden""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Sterfhuis van François II Schilders"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/9f048b96-aae6-5543-8fda-64af10eb9987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,31 x 20,,,,,,,,,,,,"31 x 20 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,310,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,200,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:668_#1,SCH/OA/FA/022,isad:mpm:347,15-Q-8-A,f5635344-3d0b-57db-8d8c-ddbd8789ba64,map 662,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,rein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inventories,,,,,,,,,,,,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,open,,,,,,,,
f5635344-3d0b-57db-8d8c-ddbd8789ba64,tg:mpmre:668_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2GaE9ceJijcdVpWYkTYRaWV,mpmre,https://dams.antwerpen.be/iiif/e2GaE9ceJijcdVpWYkTYRaWV/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/e2GaE9ceJijcdVpWYkTYRaWV,DAMS Image,mpm,Tekstdrager
