ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:162_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/749209ca-bb8d-551a-9107-c53786fdcc08,object identifier,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Archives,1,,,,,,isad:mpm:333,"dlod={""name"":""Ingekomen rekening-couranten"",""ark"":""ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36"",""uri"":""/repositories/10/archival_objects/35632"",""id"":""isad:mpm:333"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Financiële stukken geordend naar vorm"",""Verzekeringspolissen""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Ingekomen rekening-couranten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,28 x 21,,,,,,,,,,,,"28 x 21 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,280,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,210,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:162_#1,Arch. 761,isad:mpm:333,10 R 9 C,749209ca-bb8d-551a-9107-c53786fdcc08,,Los stuk tussen fol. 14 links-rechts,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,open,,,,,,,,
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u2WMKOHcKGbnWOZiisOz9AYo,mpmak,https://dams.antwerpen.be/iiif/u2WMKOHcKGbnWOZiisOz9AYo/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/u2WMKOHcKGbnWOZiisOz9AYo,DAMS Image,mpm,Tekstdrager
