ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:82_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/11157f66-224e-5edd-9498-f82a9e1a1912,object identifier,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Archives,1,,,,,,isad:mpm:298,"dlod={""name"":""Kwitanties en facturen van consumptiegoederen en diensten"",""ark"":""ark:/11975/x0/9f741600-89fa-5acd-932f-bc59aebfba6d"",""uri"":""/repositories/10/archival_objects/31887"",""id"":""isad:mpm:298"",""nameWithContext"":[""Archief van de familie Moretus"",""Archieven van de aanverwante families"",""Archief van de familie Schilders"",""Familie- en bedrijfsarchief van Henri François Schilders en Sibilla Bosschaert"",""Familiearchief van Henri François Schilders en Sibilla Bosschaert"",""Juridische documenten en rechtsaangelegenheden""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Kwitanties en facturen van consumptiegoederen en diensten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/9f741600-89fa-5acd-932f-bc59aebfba6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,13 x 23,,,,,,,,,,,,"13 x 23 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,130,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:82_#1,SCH/HF/FA/43,isad:mpm:298,15 Q 4 E,11157f66-224e-5edd-9498-f82a9e1a1912,Map 31 stuk 7,,,,,,,,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receipts (financial records),,,,,,,,,,,,,,,,,,,
11157f66-224e-5edd-9498-f82a9e1a1912,tg:mpmak:82_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,open,,,,,,,,
