ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:619_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/e6b8e3d2-3dee-50fd-86d5-325ff4abc197,object identifier,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Archives,1,,,,,,isad:mpm:466,"dlod={""name"":""Grootboeken"",""ark"":""ark:/11975/x0/20928a00-eb92-5b01-8d4d-a029e2d57051"",""uri"":""/repositories/10/archival_objects/49863"",""id"":""isad:mpm:466"",""nameWithContext"":[""Archief van de familie Moretus"",""Archieven van de aanverwante families"",""Archief van de familie Schilders"",""Familie- en bedrijfsarchief van Henri François Schilders en Sibilla Bosschaert"",""Bedrijfsarchief van Henri François Schilders en Sibilla Bosschaert"",""Aanvulling"",""Facturen en kwitanties betreffende rechtsgedingen""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Grootboeken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/20928a00-eb92-5b01-8d4d-a029e2d57051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,45 x 33,,,,,,,,,,,,"45 x 33 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,450,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,330,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,8,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:619_#1,Arch. 1380,isad:mpm:466,10 R 4 A,e6b8e3d2-3dee-50fd-86d5-325ff4abc197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH HF BA 248,repository numbers,,,,,,,,,,,,,,,,,
e6b8e3d2-3dee-50fd-86d5-325ff4abc197,tg:mpmre:619_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,open,,,,,,,,
