ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:354_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/73c0964e-33cc-52cc-8437-81fd95fc66e9,object identifier,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Archives,1,,,,,,isad:mpm:334,"dlod={""name"":""Afschriften en concepten van uitgaande rekening-couranten"",""ark"":""ark:/11975/x0/35f9f09f-ba76-509b-b868-6bceea05751d"",""uri"":""/repositories/10/archival_objects/35739"",""id"":""isad:mpm:334"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Financiële stukken geordend naar vorm"",""Verzekeringspolissen""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Afschriften en concepten van uitgaande rekening-couranten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/35f9f09f-ba76-509b-b868-6bceea05751d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,22 x 31,,,,,,,,,,,,"22 x 31 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,220,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,310,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:354_#1,Arch. 662,isad:mpm:334,10 Q 8 A,73c0964e-33cc-52cc-8437-81fd95fc66e9,,los stuk tussen fol. 33 links-rechts,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_ProductStadiums,1,kenmerken.mpmorigak,con,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drafts (documents),,,,,,,,,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674,open,,,,,,,,
73c0964e-33cc-52cc-8437-81fd95fc66e9,tg:mpmak:354_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yZiUiTAlZRsfQUggkv2QYwOT,mpmak,https://dams.antwerpen.be/iiif/yZiUiTAlZRsfQUggkv2QYwOT/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/yZiUiTAlZRsfQUggkv2QYwOT,DAMS Image,mpm,Tekstdrager
