ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:165_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/29bb06af-e665-5edc-89bb-4cf08aa8b407,object identifier,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Archives,1,,,,,,isad:mpm:277,"dlod={""name"":""Huishoudjournalen van Anna Maria de Neuf"",""ark"":""ark:/11975/x0/e6ee1308-595a-5b91-978a-025944583bdf"",""uri"":""/repositories/10/archival_objects/29640"",""id"":""isad:mpm:277"",""nameWithContext"":[""Archief van de familie Moretus"",""Archief van Christoffel Plantijn en de familie Moretus"",""Persoonsarchieven"",""Balthasar III Moretus en Anna Maria de Neuf"",""Anna Maria de Neuf""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Huishoudjournalen van Anna Maria de Neuf"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/e6ee1308-595a-5b91-978a-025944583bdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,"35,0 x 18,5",,,,,,,,,,,,"35,0 x 18,5 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,350,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,185,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,48,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,90,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:165_#1,Arch. 480,isad:mpm:277,10 Q 6 C,29bb06af-e665-5edc-89bb-4cf08aa8b407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,,,,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,open,,,,,,,,
29bb06af-e665-5edc-89bb-4cf08aa8b407,tg:mpmre:165_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1jjdaQgEYEN9dZ2RlWrcRoy,mpmre,https://dams.antwerpen.be/iiif/Q1jjdaQgEYEN9dZ2RlWrcRoy/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/Q1jjdaQgEYEN9dZ2RlWrcRoy,DAMS Image,mpm,Tekstdrager
