ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:274_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/5beef34b-7471-5394-9198-1d4fd68739e0,object identifier,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Archives,1,,,,,,isad:mpm:370,"dlod={""name"":""Beheer van de renten"",""ark"":""ark:/11975/x0/30039890-677e-58b6-a251-deb98ca5dd50"",""uri"":""/repositories/10/archival_objects/39591"",""id"":""isad:mpm:370"",""nameWithContext"":[""Archief van de familie Moretus"",""Archief van Christoffel Plantijn en de familie Moretus"",""Persoonsarchieven"",""Joannes Jacobus Moretus en Theresia Mechtildis Schilders"",""Joannes Jacobus Moretus""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Beheer van de renten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/30039890-677e-58b6-a251-deb98ca5dd50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,15 x 19,,,,,,,,,,,,"15 x 19 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,150,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,190,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:274_#1,Arch. 280,isad:mpm:370,10 Q 4 B,5beef34b-7471-5394-9198-1d4fd68739e0,los stuk 11,,,,,,,,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
5beef34b-7471-5394-9198-1d4fd68739e0,tg:mpmak:274_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,open,,,,,,,,
