ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:282_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/b046e2f0-82ac-5572-bbbd-a0bedcea1579,object identifier,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Archives,1,,,,,,isad:mpm:418,"dlod={""name"":""Kwitanties voor de belasting op het bezit van paarden"",""ark"":""ark:/11975/x0/9491c903-0004-5b47-a7db-939418cd4f31"",""uri"":""/repositories/10/archival_objects/44727"",""id"":""isad:mpm:418"",""nameWithContext"":[""Archief van de familie Moretus"",""Archieven van de aanverwante families"",""Archief van de familie Schilders"",""Familie- en bedrijfsarchief van Henri François Schilders en Sibilla Bosschaert"",""Familiearchief van Henri François Schilders en Sibilla Bosschaert"",""Juridische documenten en rechtsaangelegenheden"",""Adeldom"",""Afgewezen verzoek aangaande de opname in adelstand van Henri François Schilders""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Kwitanties voor de belasting op het bezit van paarden"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/9491c903-0004-5b47-a7db-939418cd4f31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,23 x 11,,,,,,,,,,,,"23 x 11 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,110,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:282_#1,SCH HF FA 51,isad:mpm:418,10 Q 4 D,b046e2f0-82ac-5572-bbbd-a0bedcea1579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receipts (financial records),,,,,,,,,,,,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672,open,,,,,,,,
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kTQPFofY2DiheXatcVihEsWw,mpmak,https://dams.antwerpen.be/iiif/kTQPFofY2DiheXatcVihEsWw/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/kTQPFofY2DiheXatcVihEsWw,DAMS Image,mpm,Tekstdrager
