ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:306_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/e7581e6b-439a-549c-926e-238231806a42,object identifier,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Archives,1,,,,,,isad:mpm:206,"dlod={""name"":""Journalen van de boekhandel"",""ark"":""ark:/11975/x0/e7d5f16b-03dd-5406-916a-e5dfdc9ac5fc"",""uri"":""/repositories/10/archival_objects/22043"",""id"":""isad:mpm:206"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Registers"",""Grootboeken""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Journalen van de boekhandel"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/e7d5f16b-03dd-5406-916a-e5dfdc9ac5fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,40 x 18,,,,,,,,,,,,"40 x 18 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,400,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,140,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,160,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:306_#1,Arch. 50,isad:mpm:206,10 Q 1 C,e7581e6b-439a-549c-926e-238231806a42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Marks,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>G</p>
",signatures (names),Nederlands,,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,,,,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572,open,,,,,,,,
e7581e6b-439a-549c-926e-238231806a42,tg:mpmre:306_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r1tSVfVVcUghcgZoigx8oEmj,mpmre,https://dams.antwerpen.be/iiif/r1tSVfVVcUghcgZoigx8oEmj/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/r1tSVfVVcUghcgZoigx8oEmj,DAMS Image,mpm,Tekstdrager
