ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:555_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/dea12052-9749-5bf5-817d-f073b012bcab,object identifier,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Archives,1,,,,,,isad:mpm:221,"dlod={""name"":""Debiteuren"",""ark"":""ark:/11975/x0/dbb5bacc-e11d-5c98-b960-5a16f322f85e"",""uri"":""/repositories/10/archival_objects/23648"",""id"":""isad:mpm:221"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Registers"",""Grootboeken""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Debiteuren"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/dbb5bacc-e11d-5c98-b960-5a16f322f85e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,38 x 24,,,,,,,,,,,,"38 x 24 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,380,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,240,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,,,,,,,,,,,,,transcriptions (documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,4,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:555_#1,Arch. 294,isad:mpm:221,10 Q 4 A,dea12052-9749-5bf5-817d-f073b012bcab,,losse katern,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,,,,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692,open,,,,,,,,
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u1iXEablVVZTFDCUVRyHZS4A,mpmre,https://dams.antwerpen.be/iiif/u1iXEablVVZTFDCUVRyHZS4A/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/u1iXEablVVZTFDCUVRyHZS4A,DAMS Image,mpm,Tekstdrager
