ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:508_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/c7dd8413-4ba3-5f47-881d-6c72503157e5,object identifier,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Archives,1,,,,,,isad:mpm:259,"dlod={""name"":""Catalogi en prijslijsten"",""ark"":""ark:/11975/x0/15020075-7cac-5c34-8d1a-52c627518b4e"",""uri"":""/repositories/10/archival_objects/27714"",""id"":""isad:mpm:259"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Drukkerij""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Catalogi en prijslijsten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/15020075-7cac-5c34-8d1a-52c627518b4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,21 x 14,,,,,,,,,,,,"21 x 14 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,140,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,2,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,2,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:508_#1,Arch. 1459,isad:mpm:259,10 R 3 B,c7dd8413-4ba3-5f47-881d-6c72503157e5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,rein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inventories,,,,,,,,,,,,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756,open,,,,,,,,
c7dd8413-4ba3-5f47-881d-6c72503157e5,tg:mpmre:508_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x1cNdTKgfQ8fDXTLSPDeLi0j,mpmre,https://dams.antwerpen.be/iiif/x1cNdTKgfQ8fDXTLSPDeLi0j/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/x1cNdTKgfQ8fDXTLSPDeLi0j,DAMS Image,mpm,Tekstdrager
