ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:356_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/eac91ad2-8328-58c1-8304-fd24f860c515,object identifier,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Archives,1,,,,,,isad:mpm:253,"dlod={""name"":""Reglementen en bestuurszaken van de ziekenbus"",""ark"":""ark:/11975/x0/6dfc0f99-6bbd-521e-9d46-6dbf59665dee"",""uri"":""/repositories/10/archival_objects/27072"",""id"":""isad:mpm:253"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Drukkerij"",""Werklieden"",""Kapel"",""Ziekenbus""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Reglementen en bestuurszaken van de ziekenbus"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/6dfc0f99-6bbd-521e-9d46-6dbf59665dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,26 x 17 cm,,,,,,,,,,,,"26 x 17 cm - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,260,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:356_#1,Arch. 334,isad:mpm:253,10 Q 6 E,eac91ad2-8328-58c1-8304-fd24f860c515,fol. 33,,,,,,,,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706,open,,,,,,,,
eac91ad2-8328-58c1-8304-fd24f860c515,tg:mpmak:356_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XThaWuGMRFsHmSonQA9pBHg1,mpmak,https://dams.antwerpen.be/iiif/XThaWuGMRFsHmSonQA9pBHg1/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/XThaWuGMRFsHmSonQA9pBHg1,DAMS Image,mpm,Tekstdrager
