ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:252_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/871b0596-e485-54a7-828c-feebd16f55fe,object identifier,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Archives,1,,,,,,isad:mpm:351,"dlod={""name"":""Processtukken"",""ark"":""ark:/11975/x0/9e51eedc-83cb-5b72-af78-7d73b4f66b0c"",""uri"":""/repositories/10/archival_objects/37558"",""id"":""isad:mpm:351"",""nameWithContext"":[""Archief van de familie Moretus"",""Archief van Christoffel Plantijn en de familie Moretus"",""Persoonsarchieven"",""Jacques Moerentorf en Adriana Gras"",""Jacques Moerentorf""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Processtukken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/9e51eedc-83cb-5b72-af78-7d73b4f66b0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,21 x 17,,,,,,,,,,,,"21 x 17 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,210,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,,,,,,,,,,,,,extracts (partial documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:252_#1,Arch. 1460,isad:mpm:351,10 R 3 B,871b0596-e485-54a7-828c-feebd16f55fe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,aksc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schepenbrief,,,,,,,,,,,,,,,,,,,
871b0596-e485-54a7-828c-feebd16f55fe,tg:mpmak:252_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,open,,,,,,,,
