ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:114_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,object identifier,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Archives,1,,,,,,isad:mpm:333,"dlod={""name"":""Ingekomen rekening-couranten"",""ark"":""ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36"",""uri"":""/repositories/10/archival_objects/35632"",""id"":""isad:mpm:333"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Financiële stukken geordend naar vorm"",""Verzekeringspolissen""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Ingekomen rekening-couranten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,33 x 21,,,,,,,,,,,,"33 x 21 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,330,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,210,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,3,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:114_#1,Arch. 322,isad:mpm:333,10 Q 5 D,bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,,Los stuk 1 tussen fol. 66 links-rechts,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,open,,,,,,,,
bacbf18a-4e5b-589b-92d7-d4bbd5b44d83,tg:mpmak:114_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2kfeKTKCREgFckZNMGxj4G8,mpmak,https://dams.antwerpen.be/iiif/f2kfeKTKCREgFckZNMGxj4G8/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/f2kfeKTKCREgFckZNMGxj4G8,DAMS Image,mpm,Tekstdrager
