ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:141_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/c5d3fb3e-d3fc-5127-a95b-166cedc20099,object identifier,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Archives,1,,,,,,isad:mpm:333,"dlod={""name"":""Ingekomen rekening-couranten"",""ark"":""ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36"",""uri"":""/repositories/10/archival_objects/35632"",""id"":""isad:mpm:333"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Financiële stukken geordend naar vorm"",""Verzekeringspolissen""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Ingekomen rekening-couranten"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/6f9ef84c-fd8e-5d4c-b456-e73f0bb0bc36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,23 x 18,,,,,,,,,,,,"23 x 18 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,180,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,6,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,6,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:141_#1,Arch. 319,isad:mpm:333,10 Q 5 D,c5d3fb3e-d3fc-5127-a95b-166cedc20099,,Los stuk 1 tussen fol. 65 links-rechts,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_ObjectTypes,1,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blotters (bookkeeping records),,,,,,,,,,,,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1663,open,,,,,,,,
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PdbUVOomIda3WVjXg0a6HOOk,mpmak,https://dams.antwerpen.be/iiif/PdbUVOomIda3WVjXg0a6HOOk/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/PdbUVOomIda3WVjXg0a6HOOk,DAMS Image,mpm,Tekstdrager
