ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:470_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,object identifier,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Archives,1,,,,,,isad:mpm:323,"dlod={""name"":""Grootboeken"",""ark"":""ark:/11975/x0/bddb41f2-b154-525d-ad7d-5a1eb7a724e4"",""uri"":""/repositories/10/archival_objects/34562"",""id"":""isad:mpm:323"",""nameWithContext"":[""Boekhouding"",""Registers""],""resourceName"":""Archief van Tessaro"",""resourceArk"":""ark:/11975/x0/7ba5d8a9-0b05-5d43-b02f-8eb1a4f2ae9a"",""resourceURI"":""/repositories/10/resources/34134"",""resourceID"":""isad:mpm:319"",""capacity"":""Grootboeken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/bddb41f2-b154-525d-ad7d-5a1eb7a724e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,34 x 24,,,,,,,,,,,,"34 x 24 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,340,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,240,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,224,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,308,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:470_#1,Arch. TS A,isad:mpm:323,15 R 1 A,b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,,,,,,,,,,,
b3ec2dc3-4cd1-5321-b2d8-4374d99efe71,tg:mpmre:470_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867,open,,,,,,,,
