ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:500_#1,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/9f5f81cb-b449-5d7a-8514-9d1cc551e04c,object identifier,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Archives,1,,,,,,isad:mpm:201,"dlod={""name"":""Grootboeken Frankfurt"",""ark"":""ark:/11975/x0/8a44e39f-010b-59bc-87b4-b163bcb4d96f"",""uri"":""/repositories/10/archival_objects/21508"",""id"":""isad:mpm:201"",""nameWithContext"":[""Archief van de Officina Plantiniana"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-Moretus archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Grootboeken Frankfurt"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/8a44e39f-010b-59bc-87b4-b163bcb4d96f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,33 x 23,,,,,,,,,,,,"33 x 23 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,330,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,,,,,,,,,,,,,transcriptions (documents),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,130,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,147,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:500_#1,Arch. 497,isad:mpm:201,10 Q 6 C,9f5f81cb-b449-5d7a-8514-9d1cc551e04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
