ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,End Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:27,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,object identifier,Tekeningen,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4d342fc0-d78e-4442-87d7-925dcdd31c41"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9a9a0aa-200c-4039-a1dc-6bf1dc59cd95"", ""inverseOntologyProperty"": """"}]"
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,1749,No Copyright - Public Domain Mark 1.0,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,1634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Een hermathene met Muze en Minerva</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gerelateerde publicatie,"nr. 73a, p. 270-271",Nederlands,remarks,c:lvd:239025,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,tg:mpmtk:27,e73_ExternalRelations,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ontwerp voor,,,,c:lvd:494695,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/tk/000000011,referentienummer,False,,,,,,,,,,,,,,
7dc335bd-9eef-53fc-a51a-5d83bf6ee9b7,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmtk:27,brocade id,False,,,,,,,,,,,,,,
