ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:140750_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a2ab662a-dee0-5cc3-89e6-f6d3294d8395,object identifier,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_AcquisitionNumbers,1,,,,220867,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_Acquisitions,1,tr:lh:9226,"dlod={""name"":""Brieven van Herman Teirlinck"",""ark"":""ark:/24970/x0/be508cc5-3ee8-5dd0-85ed-318faefabe73"",""uri"":""/repositories/11/accessions/987185"",""id"":""tr:lh:9226"",""date"":""2009-06-11"",""granter"":""Kris Vanhemelrijck"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/be508cc5-3ee8-5dd0-85ed-318faefabe73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_Archives,1,,,,,,,,,,,isad:lh:58535,"dlod={""name"":""6"",""ark"":""ark:/24970/x0/e52d88e1-42c9-553f-969d-ca094b5bb641"",""uri"":""/repositories/11/archival_objects/6263248"",""id"":""isad:lh:58535"",""nameWithContext"":[""Briefwisseling"",""Thematisch""],""resourceName"":""Archief van Herman Teirlinck"",""resourceArk"":""ark:/24970/x0/1f975158-9927-5714-bc52-8fc333447c14"",""resourceURI"":""/repositories/11/resources/128189"",""resourceID"":""isad:lh:1198"",""capacity"":""6"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e52d88e1-42c9-553f-969d-ca094b5bb641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:9226,tg:lhbr:140750_#1,220867,isad:lh:58535,T 176 / B1 (6),a2ab662a-dee0-5cc3-89e6-f6d3294d8395,,,,,,,,,,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1901,permission required,,,,,,,,
a2ab662a-dee0-5cc3-89e6-f6d3294d8395,tg:lhbr:140750_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sYTLSnUUMRJSJIIYdkBMjZmQ,lhbr,https://dams.antwerpen.be/iiif/sYTLSnUUMRJSJIIYdkBMjZmQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/sYTLSnUUMRJSJIIYdkBMjZmQ,DAMS Image,lhbr,Brief
