ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:239292_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/abd12699-5c71-59d1-b44e-2724bb747173,object identifier,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_AcquisitionNumbers,1,,,,221259/137,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_Acquisitions,1,tr:lh:9362,"dlod={""name"":""Brieven aan Gerd de Ley"",""ark"":""ark:/24970/x0/f7f339f8-790c-5d0b-b8f3-e6cb2c87af12"",""uri"":""/repositories/11/accessions/1001737"",""id"":""tr:lh:9362"",""date"":""2010-05-05"",""granter"":""Gerd de Ley"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f7f339f8-790c-5d0b-b8f3-e6cb2c87af12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_Archives,1,,,,,,,,,,,isad:lh:85868,"dlod={""name"":""Brieven van Ischa Meijer"",""ark"":""ark:/24970/x0/078143f6-0417-5570-801e-c64feb26d990"",""uri"":""/repositories/11/archival_objects/9187879"",""id"":""isad:lh:85868"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Gerd de Ley per correspondent""],""resourceName"":""Archief van Gerd de Ley"",""resourceArk"":""ark:/24970/x0/b216cc85-2377-5c39-bc05-8c159f02d3ee"",""resourceURI"":""/repositories/11/resources/9184134"",""resourceID"":""isad:lh:85833"",""capacity"":""Brieven van Ischa Meijer"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/078143f6-0417-5570-801e-c64feb26d990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_ExtraProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:9362,tg:lhbr:239292_#1,221259/137,isad:lh:85868,L 499 / B2,abd12699-5c71-59d1-b44e-2724bb747173,,,,,,,,,,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
abd12699-5c71-59d1-b44e-2724bb747173,tg:lhbr:239292_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
