ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:224105_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/6d711049-dbf6-5c58-ae23-0f8a3e088e2e,object identifier,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_AcquisitionNumbers,1,,,,187492/3a-b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_Acquisitions,1,tr:lh:7336,"dlod={""name"":""Archief van Michel Seuphor"",""ark"":""ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4"",""uri"":""/repositories/11/accessions/784955"",""id"":""tr:lh:7336"",""date"":""2003-06-26"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/21221d3a-7001-51de-9f76-ec8d0dd744a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_Archives,1,,,,,,,,,,,isad:lh:79332,"dlod={""name"":""Carmelo Heriberto Alves"",""ark"":""ark:/24970/x0/5537bfd1-b06f-52e2-ab32-3218b7a9b469"",""uri"":""/repositories/11/archival_objects/8488527"",""id"":""isad:lh:79332"",""nameWithContext"":[""Briefwisseling/Lettres"",""Reeks A""],""resourceName"":""Archief van Michel Seuphor"",""resourceArk"":""ark:/24970/x0/ae31e955-ddae-563a-bf03-21ce2aa191b8"",""resourceURI"":""/repositories/11/resources/404249"",""resourceID"":""isad:lh:3778"",""capacity"":""Carmelo Heriberto Alves"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/5537bfd1-b06f-52e2-ab32-3218b7a9b469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_ExtraProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7336,tg:lhbr:224105_#1,187492/3a-b,isad:lh:79332,S 59 / Archief A,6d711049-dbf6-5c58-ae23-0f8a3e088e2e,,,,,,,,,,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
6d711049-dbf6-5c58-ae23-0f8a3e088e2e,tg:lhbr:224105_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,permission required,,,,,,,,
