ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:245513_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/88d92f01-f989-5e54-8bbc-a11c40607cf9,object identifier,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_AcquisitionNumbers,1,,,,121909/44,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_Acquisitions,1,tr:lh:5813,"dlod={""name"":""Archief van Emile Claus"",""ark"":""ark:/24970/x0/ebc8a12a-e3e6-59ab-8ce1-42f641a95bdb"",""uri"":""/repositories/11/accessions/621994"",""id"":""tr:lh:5813"",""date"":""1981-10-19"",""granter"":""Carlo Vullers"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ebc8a12a-e3e6-59ab-8ce1-42f641a95bdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_Archives,1,,,,,,,,,,,isad:lh:137144,"dlod={""name"":""Brieven van Vittorio Pica"",""ark"":""ark:/24970/x0/28c74511-0a4b-5d41-af47-21b4ace4d558"",""uri"":""/repositories/11/archival_objects/14674411"",""id"":""isad:lh:137144"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Emile Claus per correspondent""],""resourceName"":""Archiefstukken van Emile Claus"",""resourceArk"":""ark:/24970/x0/aa47b015-3cad-506c-9d1b-e022ffe9c42a"",""resourceURI"":""/repositories/11/resources/17658"",""resourceID"":""isad:lh:165"",""capacity"":""Brieven van Vittorio Pica"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/28c74511-0a4b-5d41-af47-21b4ace4d558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:5813,tg:lhbr:245513_#1,121909/44,isad:lh:137144,,88d92f01-f989-5e54-8bbc-a11c40607cf9,C 2753 / 28,,,,,,,,,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,postcards,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,permission required,,,,,,,,
88d92f01-f989-5e54-8bbc-a11c40607cf9,tg:lhbr:245513_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p2JcHjaZ9LYaZcFRsH7h8a8k,lhbr,https://dams.antwerpen.be/iiif/p2JcHjaZ9LYaZcFRsH7h8a8k/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/p2JcHjaZ9LYaZcFRsH7h8a8k,DAMS Image,lhbr,Brief
