ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:172944_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,object identifier,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_AcquisitionNumbers,1,,,,177311/61,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_Acquisitions,1,tr:lh:7063,"dlod={""name"":""Archief van Johan Daisne"",""ark"":""ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89"",""uri"":""/repositories/11/accessions/755744"",""id"":""tr:lh:7063"",""date"":""1994-06-08"",""granter"":""Marthe Kinaupenne"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_Archives,1,,,,,,,,,,,isad:lh:110080,"dlod={""name"":""Brieven aan Marc Turfkruyer"",""ark"":""ark:/24970/x0/54420ffb-3779-5f61-8381-f70412389393"",""uri"":""/repositories/11/archival_objects/11778563"",""id"":""isad:lh:110080"",""nameWithContext"":[""Briefwisseling"",""Brieven van Johan Daisne per correspondent""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""Brieven aan Marc Turfkruyer"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/54420ffb-3779-5f61-8381-f70412389393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,cc,,,,,,,carbon copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_ExtraProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7063,tg:lhbr:172944_#1,177311/61,isad:lh:110080,D 125 / B,e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,,,,,,,,,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,pc,,,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
e1e7b3bf-96ab-5128-86b4-bbbfd7a5bd3e,tg:lhbr:172944_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,permission required,,,,,,,,
