ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:239383_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,object identifier,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_AcquisitionNumbers,1,,,,221095,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_Acquisitions,1,tr:lh:9263,"dlod={""name"":""Handschrift en brief van Roger van de Velde"",""ark"":""ark:/24970/x0/2f6ab2b3-30f4-5647-9145-62f08e7bbba8"",""uri"":""/repositories/11/accessions/991144"",""id"":""tr:lh:9263"",""date"":""2009-10-01"",""granter"":""De Slegte"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/2f6ab2b3-30f4-5647-9145-62f08e7bbba8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_Archives,1,,,,,,,,,,,isad:lh:85927,"dlod={""name"":""Brieven aan Max van de Velde"",""ark"":""ark:/24970/x0/2d3b3373-2d7e-5bb2-9a05-c58c7fba50b7"",""uri"":""/repositories/11/archival_objects/9194192"",""id"":""isad:lh:85927"",""nameWithContext"":[""Briefwisseling"",""Brieven van Roger van de Velde per correspondent""],""resourceName"":""Archief van Roger van de Velde"",""resourceArk"":""ark:/24970/x0/eacefc0f-2d93-5686-9591-98fa2b627c73"",""resourceURI"":""/repositories/11/resources/8492272"",""resourceID"":""isad:lh:79367"",""capacity"":""Brieven aan Max van de Velde"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/2d3b3373-2d7e-5bb2-9a05-c58c7fba50b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,cc,,,,,,,carbon copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_ExtraProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:9263,tg:lhbr:239383_#1,221095,isad:lh:85927,V 25585 / B1,f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,,,,,,,,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hsts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
f51d2fbc-f4dd-5048-b343-fac8da6f5c6a,tg:lhbr:239383_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,permission required,,,,,,,,
