ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:239782_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/e24c8311-a518-5950-92cf-85a19dcd423e,object identifier,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_AcquisitionNumbers,1,,,,177311/116a-c,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_Acquisitions,1,tr:lh:7063,"dlod={""name"":""Archief van Johan Daisne"",""ark"":""ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89"",""uri"":""/repositories/11/accessions/755744"",""id"":""tr:lh:7063"",""date"":""1994-06-08"",""granter"":""Marthe Kinaupenne"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Met gedicht *Vanna* in het Nederlands en het Frans,Met gedicht *Vanna* in het Nederlands en het Frans,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_Archives,1,,,,,,,,,,,isad:lh:110074,"dlod={""name"":""Brieven aan Vanna Ceunis"",""ark"":""ark:/24970/x0/ed5eac4d-2f44-56c1-b0e0-1c7b358e2829"",""uri"":""/repositories/11/archival_objects/11777921"",""id"":""isad:lh:110074"",""nameWithContext"":[""Briefwisseling"",""Brieven van Johan Daisne per correspondent""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""Brieven aan Vanna Ceunis"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/ed5eac4d-2f44-56c1-b0e0-1c7b358e2829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,cc,,,,,,,carbon copies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7063,tg:lhbr:239782_#1,177311/116a-c,isad:lh:110074,D 125 / B,e24c8311-a518-5950-92cf-85a19dcd423e,,Met gedicht *Vanna* in het Nederlands en het Frans,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,ts,,,,,,,,,,,,,,,,,,,,,,,typewriting,,,,,,,,,,,,,,,,
e24c8311-a518-5950-92cf-85a19dcd423e,tg:lhbr:239782_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,permission required,,,,,,,,
