ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end),Source Note Type,Source Note Language,Material,Product stadium,Production Technique Type,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:217830_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/cebdc368-4189-5661-b0eb-57249cb1df4c,object identifier,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_AcquisitionNumbers,1,,,,198160/6a-b,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_Acquisitions,1,tr:lh:7550,"dlod={""name"":""Archief van Jacques Gorus"",""ark"":""ark:/24970/x0/17dd6281-c873-574a-bc62-8f53956bc2b7"",""uri"":""/repositories/11/accessions/807853"",""id"":""tr:lh:7550"",""date"":""2001-05-09"",""granter"":""Omar van Meervelde"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/17dd6281-c873-574a-bc62-8f53956bc2b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_Archives,1,,,,,,,,,,,isad:lh:79160,"dlod={""name"":""Brieven aan Belastingsadministratie"",""ark"":""ark:/24970/x0/1726e09b-6507-5cf2-bf3e-bc3880c5bf28"",""uri"":""/repositories/11/archival_objects/8470123"",""id"":""isad:lh:79160"",""nameWithContext"":[""Briefwisseling"",""Brieven van Jacques Gorus per correspondent""],""resourceName"":""Archief van Jacques Gorus"",""resourceArk"":""ark:/24970/x0/a4ae806e-11bf-59a7-982a-eceaa1a89cee"",""resourceURI"":""/repositories/11/resources/7804904"",""resourceID"":""isad:lh:72943"",""capacity"":""Brieven aan Belastingsadministratie"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/1726e09b-6507-5cf2-bf3e-bc3880c5bf28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_DocumentStatus,1,,,,,,kenmerken.lhorighs,fc,,,,,,,photocopies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_Items,1,,,,,,,,,,,,,,,lhbr,tr:lh:7550,tg:lhbr:217830_#1,198160/6a-b,isad:lh:79160,G 605 / B1,cebdc368-4189-5661-b0eb-57249cb1df4c,,,,,,,,,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,pc,,,,,,,,,,,,,,,,,,,,,pencils (drawing and writing equipment),,,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,,handwriting,,,,,,,,,,,,,,,,
cebdc368-4189-5661-b0eb-57249cb1df4c,tg:lhbr:217830_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,permission required,,,,,,,,
