ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:16336,record identifiers,https://data.letterenhuis.be/ark:/24970/2bf71678-64d6-593a-b883-99649f79f758,object identifier,Brieven,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""da589a6f-abe0-40c4-a38b-d8b1581c16ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ee2d237c-f762-4284-a69b-6de9206138fe"", ""inverseOntologyProperty"": """"}]"
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000015660,referentienummer,False,,,,,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:16336,brocade id,False,,,,,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:16336/N,brocade url,False,,,,,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c79ca975-6265-527b-8ee3-910e5ef9b1c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""433042ec-cdc6-4297-b1cd-3158e836043d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,e73_Titles,,,au::2380,,,,lhbr,lhbr,Brief,a5c09b71-e926-51a3-aad1-a11cda0eb354,bs,,au::2380:1,au::2380g:1,,,,au_code,correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/254660"",""au::2380"",""au::2380:1"",""ark:/83110/x0/a5c09b71-e926-51a3-aad1-a11cda0eb354"",""Jaak Boonen"",""ark:/83110/x0/ea46397d-91fd-5ce7-8675-e73c4a1d9e82""],""name"":""Jaak Boonen"",""ark"":""ark:/83110/x0/ea46397d-91fd-5ce7-8675-e73c4a1d9e82"",""uri"":""/agents/people/254660"",""id"":""au::2380:1"",""resourceArk"":""ark:/83110/x0/a5c09b71-e926-51a3-aad1-a11cda0eb354"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a5c09b71-e926-51a3-aad1-a11cda0eb354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bf71678-64d6-593a-b883-99649f79f758,tg:lhbr:16336,e73_Titles,,,au::8506,,,,lhbr,lhbr,Brief,a30ead61-a36b-5e5a-aada-34635542e255,co,,au::8506:1,au::8506g:1,,,,au_code,recipients (people),,"dlod={""suggest"":[""/agents/people/910142"",""au::8506"",""au::8506:1"",""ark:/83110/x0/a30ead61-a36b-5e5a-aada-34635542e255"",""Alfred Hegenscheidt"",""ark:/83110/x0/d8d64a95-a4b7-58d1-a18f-ae3c825eeb28""],""name"":""Alfred Hegenscheidt"",""ark"":""ark:/83110/x0/d8d64a95-a4b7-58d1-a18f-ae3c825eeb28"",""uri"":""/agents/people/910142"",""id"":""au::8506:1"",""resourceArk"":""ark:/83110/x0/a30ead61-a36b-5e5a-aada-34635542e255"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a30ead61-a36b-5e5a-aada-34635542e255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
