ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2418,https://data.rubenianum.be//ark:/86530/c07a1761-9c77-55e4-b3f9-2546f4dba166,Foto's,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:2417,Verwijzing naar Grossmann object,,d67054a9-c69b-52bf-9fa9-c4c27a1c5951,"[{""resourceId"": ""d67054a9-c69b-52bf-9fa9-c4c27a1c5951"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5dce55ed-a7de-4643-b115-e4efae4665c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cdf22898-d217-4888-95ca-8550af76af8d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""315f299d-fe1a-4b75-bad1-33054a41f4b5"", ""inverseOntologyProperty"": """"}]"
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"5 zw/w foto's: 1 van het geheel, 4 detailfoto's [Notitie in onbekend handschrift] Jan Breughel II.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002418,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4655</priref>
			<number>AFG_081_003</number>
			<part_of_reference>AFG_081_002</part_of_reference>
			<content>5 zw/w foto's: 1 van het geheel, 4 detailfoto's [Notitie in onbekend handschrift] Jan Breughel II.</content>
			<object.object_number>AFG_081</object.object_number>
			<object.object_name>schilderij</object.object_name>
			<part_of.title>[Briefhoofd: Leonard Koetser Gallery, London]: Korte inhoud: Zending foto's van een schilderij in hun bezit van Jan Brueghel II.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Pittura as War</object.title>
			<keyword>Breughel, Jan II</keyword>
			<object.creator>Breughel, Jan I</object.creator>
			<input.date>2013-08-23</input.date>
			<edit.date>2015-01-08</edit.date>
			<edit.date>2015-01-08</edit.date>
			<edit.date>2015-01-08</edit.date>
			<edit.date>2015-01-08</edit.date>
			<edit.date>2013-08-23</edit.date>
			<edit.date>2013-08-23</edit.date>
			<edit.date>2013-08-23</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>15:25:22</edit.time>
			<edit.time>15:20:44</edit.time>
			<edit.time>15:20:28</edit.time>
			<edit.time>15:19:14</edit.time>
			<edit.time>14:09:07</edit.time>
			<edit.time>10:27:40</edit.time>
			<edit.time>10:27:01</edit.time>
			<input.time>10:26:04</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2418,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2418/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e1aa9c83-d806-5f9b-916f-d723146926ee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""44043f57-86f2-4127-b8fb-1fa07451c69f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_OriginalBrocade,,,au::3026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,e08fb7fb-58d5-5ef1-b36e-d31dd82d8184,kw,keywords,au::3026:1,au::3026g:1,,"dlod={""suggest"":[""/agents/people/323782"",""au::3026"",""au::3026:1"",""ark:/83110/x0/e08fb7fb-58d5-5ef1-b36e-d31dd82d8184"",""Jan Brueghel De Jonge""],""name"":""Jan Brueghel De Jonge"",""ark"":""ark:/83110/x0/e08fb7fb-58d5-5ef1-b36e-d31dd82d8184"",""uri"":""/agents/people/323782"",""id"":""au::3026:1"",""isCapacity"":false}",ark:/83110/x0/e08fb7fb-58d5-5ef1-b36e-d31dd82d8184,agent,,,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_081_003,repository numbers,,,,,,,,,,,
c07a1761-9c77-55e4-b3f9-2546f4dba166,tg:rubgr:2418,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_081_003,titles proper,Dutch (language),,,,,,,,
