ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3419,https://data.rubenianum.be//ark:/86530/5927e9c6-d540-5b52-a837-253e2c1c8c6f,Foto's,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c0ad26e4-09db-4b17-846c-7f712d1ce124"", ""ontologyProperty"": """", ""resourceXresourceId"": ""73a9ba3f-4b22-4322-9621-e78f8a7d863f"", ""inverseOntologyProperty"": """"}]"
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"3 zw/w foto's, 1 knipsel: H. Bosch, Adoration of the Kings, Anderlecht.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderlecht, Sint Pieter- en Sint Guidokerk",,,,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003419,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>5672</priref>
<number>AFG_093_082</number>
<content>3 zw/w foto's, 1 knipsel: H. Bosch, Adoration of the Kings, Anderlecht.</content>
<object.object_number>AFG_093</object.object_number>
<object.object_name>Dossier</object.object_name>
<class>AFG</class>
<editorial_form>foto</editorial_form>
<editorial_form>beeldmateriaal</editorial_form>
<object.title>Comparative Material. Including Mechelen</object.title>
<keyword>Bosch, Jheronimus</keyword>
<keyword>Anderlecht, Sint Pieter- en Sint Guidokerk</keyword>
<object.creator/>
<input.date>2014-06-18</input.date>
<edit.date>2014-06-18</edit.date>
<input.name>Centrum</input.name>
<edit.name>Centrum</edit.name>
<edit.time>17:03:01</edit.time>
<input.time>17:01:42</input.time>
<input.source>archive</input.source>
<edit.source>archive</edit.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3419,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3419/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
5927e9c6-d540-5b52-a837-253e2c1c8c6f,tg:rubgr:3419,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d367c53c-2a69-511f-9523-5b59832ffb6c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d62d80c1-061d-43cd-9d64-f630c2c75ab2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
