ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2662,https://data.rubenianum.be//ark:/86530/a65350b8-2d01-5fcf-b573-6de093ad3851,Foto's,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""58812831-ee9a-49eb-8602-9a96ba89ac9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ca046132-6df3-4aa9-ae2b-f76a77474ea0"", ""inverseOntologyProperty"": """"}]"
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,1 zw/w foto. [Notitie in onbekend handschrift]: Keith Andrews; [Notitie FG]: J. Brueghel??,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrews, Keith",,,,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002662,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4904</priref>
			<number>AFG_084_076</number>
			<content>1 zw/w foto. [Notitie in onbekend handschrift]: Keith Andrews; [Notitie FG]: J. Brueghel??</content>
			<object.object_number>AFG_084</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Drawings</object.title>
			<keyword>Brueghel, Jan I</keyword>
			<keyword>Andrews, Keith</keyword>
			<object.creator/>
			<input.date>2014-02-13</input.date>
			<edit.date>2014-02-13</edit.date>
			<edit.date>2014-02-13</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>09:01:09</edit.time>
			<edit.time>09:00:21</edit.time>
			<input.time>08:58:50</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2662,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2662/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""650b6256-e30d-5f56-a4b0-e2ff677a1bc9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a000657-fe1e-4c5b-a72d-0833d1ff6490"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_OriginalBrocade,,,au::3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,59eb3f16-3ccd-5155-9cba-c85b515f01ef,kw,keywords,au::3025:1,au::3025g:1,,"dlod={""suggest"":[""/agents/people/323675"",""au::3025"",""au::3025:1"",""ark:/83110/x0/59eb3f16-3ccd-5155-9cba-c85b515f01ef"",""Jan I Brueghel""],""name"":""Jan I Brueghel"",""ark"":""ark:/83110/x0/59eb3f16-3ccd-5155-9cba-c85b515f01ef"",""uri"":""/agents/people/323675"",""id"":""au::3025:1"",""isCapacity"":false}",ark:/83110/x0/59eb3f16-3ccd-5155-9cba-c85b515f01ef,agent,,,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_084_076,repository numbers,,,,,,,,,,,
a65350b8-2d01-5fcf-b573-6de093ad3851,tg:rubgr:2662,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_084_076,titles proper,Dutch (language),,,,,,,,
