ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3340,https://data.rubenianum.be//ark:/86530/a6129116-cc96-5326-abdb-57eff3ec2259,Foto's,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:3338,Verwijzing naar Grossmann object,,909a2567-7565-51a1-a51e-6d5c7af27196,"[{""resourceId"": ""909a2567-7565-51a1-a51e-6d5c7af27196"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3634928-51b4-4e88-bda7-59fddd0ad91e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f767cf1b-1fe9-4f40-b609-e9fcb734e4ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b062c0b2-9207-4aa7-a5c4-8455f26d079b"", ""inverseOntologyProperty"": """"}]"
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956.0,2071,In Copyright,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,19561110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,1956-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"2 zw/w foto [Briefomslag National Stockholm]: Gillis Mostaert, N.M. 1131-1132.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stockholm, Nationalmuseum",,,,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003340,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5593</priref>
			<number>AFG_093_003</number>
			<part_of_reference>AFG_093_001</part_of_reference>
			<date.precise>1956-11-10</date.precise>
			<content>2 zw/w foto [Briefomslag National Stockholm]: Gillis Mostaert, N.M. 1131-1132.</content>
			<object.object_number>AFG_093</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Flemish Painting around and later than Bruegel. Also: Comparative Material.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Comparative Material. Including Mechelen</object.title>
			<keyword>Mostaert, Gillis (I)</keyword>
			<keyword>Stockholm, Nationalmuseum</keyword>
			<object.creator/>
			<input.date>2014-06-18</input.date>
			<edit.date>2018-05-29</edit.date>
			<edit.date>2014-06-18</edit.date>
			<edit.date>2014-06-18</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>17:31:41</edit.time>
			<edit.time>09:06:56</edit.time>
			<edit.time>08:55:18</edit.time>
			<input.time>08:54:53</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3340,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3340/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""96c8311b-4e05-507f-9078-e1569073177b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dc167395-780f-408f-ac20-bc75bc514052"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_OriginalBrocade,,,au::13200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,9c5baa02-0c78-5afe-9c2b-969ef35e27eb,kw,keywords,au::13200:1,au::13200g:1,,"dlod={""suggest"":[""/agents/people/1412400"",""au::13200"",""au::13200:1"",""ark:/83110/x0/9c5baa02-0c78-5afe-9c2b-969ef35e27eb"",""Gillis I Mostaert""],""name"":""Gillis I Mostaert"",""ark"":""ark:/83110/x0/9c5baa02-0c78-5afe-9c2b-969ef35e27eb"",""uri"":""/agents/people/1412400"",""id"":""au::13200:1"",""isCapacity"":false}",ark:/83110/x0/9c5baa02-0c78-5afe-9c2b-969ef35e27eb,agent,,,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_093_003,repository numbers,,,,,,,,,,,
a6129116-cc96-5326-abdb-57eff3ec2259,tg:rubgr:3340,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_093_003,titles proper,Dutch (language),,,,,,,,
