ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2415,https://data.rubenianum.be//ark:/86530/38937fca-468d-5ca4-aa57-569520ea0c06,Foto's,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:2414,Verwijzing naar Grossmann object,,086b0f64-f2d2-5876-93fa-e0c3c522ca5a,"[{""resourceId"": ""086b0f64-f2d2-5876-93fa-e0c3c522ca5a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""015a277e-1b6f-4783-8555-5aebe6936afe"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f8018027-1ed8-446e-bb22-0a4fc79700d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1341ddbd-4372-4130-a0d1-e3e805316d45"", ""inverseOntologyProperty"": """"}]"
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.0,2076,In Copyright,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,19610906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,1961-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"2 zw/w detailfoto's Jonah, geen notitities. Afkomstig van Leonard F. Koetser.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,tg:rubgr:2415,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koetser, Leonard F.",,,,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002415,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
<priref>7624</priref>
<recipient>Grossmann, F.G.</recipient>
<number>AFG_080_006</number>
<part_of_reference>AFG_080_005</part_of_reference>
<date.precise>1961-09-06</date.precise>
<content>2 zw/w detailfoto's Jonah, geen notitities.</content>
<object.object_number>AFG_080</object.object_number>
<object.object_name>schilderij</object.object_name>
<part_of.title>Korte inhoud: Stuurt 2 detailfoto's. Informeert of het werk begonnen werd door Pieter Bruegel de Oude en afgewerkt door Jan.</part_of.title>
<class>AFG</class>
<editorial_form>foto</editorial_form>
<object.title>Jonah</object.title>
<keyword>Brueghel, Jan I</keyword>
<keyword>Koetser, Leonard F.</keyword>
<sender>Koetser, Leonard F.</sender>
<object.creator>Breughel, Jan I</object.creator>
<input.date>2015-01-08</input.date>
<edit.date>2015-01-08</edit.date>
<input.name>Centrum</input.name>
<edit.name>Centrum</edit.name>
<edit.time>14:36:44</edit.time>
<input.time>14:34:23</input.time>
<input.source>archive</input.source>
<edit.source>archive</edit.source>
</record>

",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2415,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
38937fca-468d-5ca4-aa57-569520ea0c06,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2415/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
