ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget,Start Date,Start Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,AA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:12,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/43fae41d-2b9c-5b34-b10c-e558dc89ae43,object identifier,Foto's,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,Places,,,,,,,,,,,1,id/place.place,,,,au::100141,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/10715087"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,,,,,e73_ChangeHistoryRelations,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""708f8705-b104-43b5-9de4-6d02c444628d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""99dff3a6-41da-45fd-8cd7-4fea7950636a"", ""inverseOntologyProperty"": """"}]"
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,2054,In Copyright,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,,0,id/date.exposure/so,,,,,,,,19390715,,,,,,,,,,,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,1939-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,,,,e73_Descriptions,,,,,,,,,,,,id.desc,,,,,,,,,,,,,"<p>Opening van de tentoonstelling 'Max Rooses herdacht' in het Stedelijk Prentenkabinet. Aan het woord: Ary Delen. Naast hem v.l.n.r.: schepen Adolf Molter, schepen Jules Somers en een onbekende vrouw (Rosa Rooses?).</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,,,,,e73_LegacyInformation,,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000004,referentienummer,False,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:12,brocade id,False,,,,,,,,,,,,,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:12/N,brocade url,False,,,,,,,,,,,,,,,
