ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2737,https://data.rubenianum.be//ark:/86530/a3d0786b-8434-5181-9a27-523cb9c6cf5e,Foto's,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b8e89c85-089c-4ea3-990c-b96a9567c8d4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1bab21bd-a04e-4881-bbde-7da890cab680"", ""inverseOntologyProperty"": """"}]"
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto [onbekend handschrift] Schiavone, Spring and Summer, Panel, 13 3/4 x 40 in.; [Notitie FG]: ' Lansdowne Coll. Exh. Agnew's Dec. 1954/Jan. 1955. Repr. in colour in Country Life, 2 Dec. 1954. June, July, August?",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002737,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4979</priref>
			<number>AFG_085_050</number>
			<content>1 zw/w foto [onbekend handschrift] Schiavone, Spring and Summer, Panel, 13 3/4 x 40 in.; [Notitie FG]: ' Lansdowne Coll. Exh. Agnew's Dec. 1954/Jan. 1955. Repr. in colour in Country Life, 2 Dec. 1954. June, July, August?</content>
			<object.object_number>AFG_085</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>""Months"" Comparative Material</object.title>
			<object.creator/>
			<input.date>2014-03-06</input.date>
			<edit.date>2018-06-06</edit.date>
			<edit.date>2018-06-06</edit.date>
			<edit.date>2014-03-06</edit.date>
			<edit.date>2014-03-06</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>sa73120</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>17:08:50</edit.time>
			<edit.time>16:45:12</edit.time>
			<edit.time>11:25:16</edit.time>
			<edit.time>11:21:58</edit.time>
			<input.time>11:20:26</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2737,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2737/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c09db428-7191-5e70-9fe0-4882cad10aa0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""611dafd3-8ca6-4224-b47f-e8a19f1fd4c0"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_085_050,repository numbers,,,,,,,,,,,
a3d0786b-8434-5181-9a27-523cb9c6cf5e,tg:rubgr:2737,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_085_050,titles proper,Dutch (language),,,,,,,,
