ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget,Start Date,Start Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,AA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:50,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/633eb992-a5fd-5527-a534-d01b12ca13f7,object identifier,Foto's,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_ChangeHistoryRelations,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""68bccad8-ec50-4507-afdf-c133ba978c6c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6554b0eb-f37c-4428-899b-8610a8631ecf"", ""inverseOntologyProperty"": """"}]"
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,,0,id/date.exposure/so,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_Descriptions,,,,,,,,,,,,id.desc,,,,,,,,,,,,,"<p>Fragment van <em>L'histoire d'Herodian</em> (Lyon, Rouillé, 1554)</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000039,referentienummer,False,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:50,brocade id,False,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:50/N,brocade url,False,,,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,,,,e73_MaterialRecords,,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d5e81ead-eb24-55f5-8494-4afb69a8449a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dc9ca7a5-2003-4373-920f-e3e2947f5a82"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,mpm,mpmph,Foto,e73_Titles,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet"",""ark:/83110/x0/22bf5763-1bac-557b-a0b8-16ae53d560fa""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/22bf5763-1bac-557b-a0b8-16ae53d560fa"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""resourceArk"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
