ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
86cb796b-3143-5d0e-b3cb-757c582d3f5e,tg:rubgr:3320,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:3320,https://data.rubenianum.be//ark:/86530/86cb796b-3143-5d0e-b3cb-757c582d3f5e,Foto's,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""150c9c84-ef40-46f1-9d4c-e723ecdb253e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bc1baec7-4eec-42e4-bbec-ecb21398af4f"", ""inverseOntologyProperty"": """"}]"
86cb796b-3143-5d0e-b3cb-757c582d3f5e,tg:rubgr:3320,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,tg:rubgr:3320,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/ w foto: [Stempel Koninklijk Museum voor Schone Kunsten, Antwerpen]; [Notitie in onbekend handschrift] Breughel Pieter, le Jeune, dit l'Enfer 'Le portement de Croix. [...]",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000003320,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>5572</priref>
			<number>AFG_092_050</number>
			<content>1 zw/ w foto: [Stempel Koninklijk Museum voor Schone Kunsten, Antwerpen]; [Notitie in onbekend handschrift] Breughel Pieter, le Jeune, dit l'Enfer 'Le portement de Croix. [...]</content>
			<object.object_number>AFG_092</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Wrong or doubtful Attributions except Jan Brueghel. Copies after Lost Pictures &amp; after extant Works. Grossmann 242</object.title>
			<keyword>Brueghel, Pieter II</keyword>
			<keyword>Antwerpen, Koninklijk Museum voor Schone Kunsten</keyword>
			<object.creator/>
			<input.date>2014-06-17</input.date>
			<edit.date>2018-06-06</edit.date>
			<edit.date>2018-06-06</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.name>sa73120</edit.name>
			<edit.time>17:09:10</edit.time>
			<edit.time>16:53:16</edit.time>
			<input.time>14:01:47</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:3320,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:3320/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,tg:rubgr:3320,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""73fe5989-bf03-518c-b2c7-5e0e06cac9d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""25504eea-ecad-4c1e-8a10-c42b22400739"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
86cb796b-3143-5d0e-b3cb-757c582d3f5e,tg:rubgr:3320,e73_OriginalBrocade,,,au::3027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,ca79196f-9430-56d2-86ca-543e10adef0a,kw,keywords,au::3027:1,au::3027g:1,,"dlod={""suggest"":[""/agents/people/323889"",""au::3027"",""au::3027:1"",""ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a"",""Pieter Brueghel De Jonge""],""name"":""Pieter Brueghel De Jonge"",""ark"":""ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a"",""uri"":""/agents/people/323889"",""id"":""au::3027:1"",""isCapacity"":false}",ark:/83110/x0/ca79196f-9430-56d2-86ca-543e10adef0a,agent,,,,,,,,,,,,,
