ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget,Start Date,Start Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,AA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:109,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/1616a1ee-ecef-5dc0-a725-4482623bfc55,object identifier,Foto's,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,Places,,,,,,,,,,,1,id/place.place,[Antwerpen],remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,,,,,e73_ChangeHistoryRelations,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c6a0d456-98da-4eed-b8f3-5ccba497e1a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c76d3b80-3694-4fc7-bece-e64a2232fcd7"", ""inverseOntologyProperty"": """"}]"
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,,0,id/date.exposure/so,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,e73_Descriptions,,,,,,,,,,,,id.desc,,,,,,,,,,,,,"<p><em>Proeven van letteren die gevonden worden in de ouds beroemde lettergieterye van wylen de heeren Voskens en Clerk, nu van A. G. Mappa</em> = <em>Epreuves de caracteres qui se trouvents dans la tres celèbre fonderie de feu mesieurs Voskens et Clerk, presentement de A. G. Mappa</em> (A.G. Mappa, Rotterdam 1781)</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,,,,,e73_LegacyInformation,,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000098,referentienummer,False,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:109,brocade id,False,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:109/N,brocade url,False,,,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,,,,e73_MaterialRecords,,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""66327336-304a-5178-94b7-50b003153994"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8f90c5bb-c930-4345-9e84-369f591ade62"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,mpm,mpmph,Foto,e73_Titles,0a7be828-2e65-544a-be43-c17268c049de,av,originators (administrative),au::19884,au::19884:1,au::19884g:1,,"dlod={""suggest"":[""/agents/people/2127588"",""au::19884"",""au::19884:1"",""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""Hendrik Vervliet"",""ark:/83110/x0/22bf5763-1bac-557b-a0b8-16ae53d560fa""],""name"":""Hendrik Vervliet"",""ark"":""ark:/83110/x0/22bf5763-1bac-557b-a0b8-16ae53d560fa"",""uri"":""/agents/people/2127588"",""id"":""au::19884:1"",""resourceArk"":""ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0a7be828-2e65-544a-be43-c17268c049de,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
