ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,ire.isaar.uuid,source_ire_type,Original Entity Type,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:1222,https://data.rubenianum.be//ark:/86530/07f81063-b1b9-591c-ad48-a00b75eff13d,Foto's,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0a3057c9-917d-41de-900e-0cd0c3f86a42"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e80bf5f4-42eb-48e1-b11b-4f8327a03e3f"", ""inverseOntologyProperty"": """"}]"
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"1 zw/w foto [Notitie in onbekend handschrift] Breughel le Vieux, Massacre des Innocents - Bruxelles Musée R[oyaux], [Notitie FG] 'Bois, H. 1, 205; L. 1, 67'; [Stempel J.E. Bulloz].",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000001222,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>3479</priref>
			<number>AFG_029_031</number>
			<content>1 zw/w foto [Notitie in onbekend handschrift] Breughel le Vieux, Massacre des Innocents - Bruxelles Mus&#233;e R[oyaux], [Notitie FG] 'Bois, H. 1, 205; L. 1, 67'; [Stempel J.E. Bulloz].</content>
			<object.object_number>AFG_029</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>The Massacre of the Innocents</object.title>
			<keyword>Brussel, Koninklijke Musea voor Schone Kunsten van Belgi&#235;</keyword>
			<object.creator>Bruegel, Pieter I</object.creator>
			<input.date>2012-07-19</input.date>
			<edit.date>2014-09-02</edit.date>
			<edit.date>2014-09-02</edit.date>
			<edit.date>2012-07-26</edit.date>
			<edit.date>2012-07-26</edit.date>
			<edit.date>2012-07-19</edit.date>
			<input.name>valkeneers</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.name>valkeneers</edit.name>
			<edit.time>09:45:03</edit.time>
			<edit.time>09:44:34</edit.time>
			<edit.time>13:44:58</edit.time>
			<edit.time>12:12:08</edit.time>
			<edit.time>13:48:23</edit.time>
			<input.time>13:45:36</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:1222,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:1222/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""900de8dc-91de-5a5e-a2e5-1ab31b625911"", ""ontologyProperty"": """", ""resourceXresourceId"": ""812998ee-5c7c-4e71-afad-2c11d816959e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_OriginalBrocade,,,au::10517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rub,52eca42b-9f44-5cb3-a2e2-61627f08810c,kw,keywords,au::10517:1,au::10517g:1,,"dlod={""suggest"":[""/agents/corporate_entities/1125319"",""au::10517"",""au::10517:1"",""ark:/83110/x0/52eca42b-9f44-5cb3-a2e2-61627f08810c"",""Koninklijke Musea voor Schone Kunsten van België""],""name"":""Koninklijke Musea voor Schone Kunsten van België"",""ark"":""ark:/83110/x0/52eca42b-9f44-5cb3-a2e2-61627f08810c"",""uri"":""/agents/corporate_entities/1125319"",""id"":""au::10517:1"",""isCapacity"":false}",ark:/83110/x0/52eca42b-9f44-5cb3-a2e2-61627f08810c,agent,,,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_029_031,repository numbers,,,,,,,,,,,
07f81063-b1b9-591c-ad48-a00b75eff13d,tg:rubgr:1222,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_029_031,titles proper,Dutch (language),,,,,,,,
