ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,order,source_field,Creation Place Note,Creation Place Note Type,Creation Place Note Language,place_au_code,Creation Place Widget,Start Date,Start Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,AA,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:76,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/dcc9188a-6856-50f7-b147-658bdb097ba6,object identifier,Foto's,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,,,,,e73_ChangeHistoryRelations,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""523c09b7-e78c-4f14-88a0-71a0bba7c76f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4caa4474-ee02-4cde-9d2f-d3bcbf1f6c7f"", ""inverseOntologyProperty"": """"}]"
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,2075,In Copyright,
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,e73_CreationTimeSpanSourceNotes,,,,,,,,,,,0,id/date.exposure/so,,,,,,,,19600000,,,,,,,,,,,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,1960,circa,,,,,,,,,,,,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,e73_Descriptions,,,,,,,,,,,,id.desc,,,,,,,,,,,,,"<p>Prints van diverse dragers die (zo goed als allemaal) getrokken zijn door de fotograaf O.V. Geen duidelijke volgorde. Een aantal van de transparenten lijken eerder als scheidingsmateriaal gebruikt te zijn, dan als onderzoeksmateriaal. En allemaal fragmenten van de werken in kwestie. De getrokken werken zijn:</p>
<ol>
<li><em>Den Bibel. Inhoudende het oude en de nieuwe Testament</em> (A'pen, H. de Laet, 1560, 79mm textura, MPM)</li>
<li>Politianus, A., <em>Epistolae</em> (A'pen, Th. Martens van Aalst, 1510, 105mm romein, MPM)</li>
<li>Richardus de Sancto Victore, <em>In beati Joannis Apocalpysim libri septem</em> (Leuven, Th. Martens van Aalst, [1513], 105mm romein, MPM)</li>
<li>tekening  borstbeeld J. Lipsius (PK)</li>
<li><em>Liber primus sacrarum cantionum quinque vocum ...</em> (A'pen, T. Susato, 1546, MPM)</li>
<li>specifiek archiefstuk (MPM)</li>
<li><em>missale traiectense</em> (A'pen, Christophorus Ruremundesis voor Willem Vorstermand en Godfried van der haghen 1527, Nijhoff-Kronenberg 1530, EHC)</li>
<li><em>Chansons a cincq et six parties. Second livre</em> (Leuven, P. Phalesius &amp; M. Rotaire, 1553, MPM)</li>
<li>Orlando de Lassus, <em>La fleur des chansons</em> (A'pen, P. Phalesius, 1596, MPM)</li>
<li><em>Premier livre des chansons a quatre et cincq parties, composées par Orlando de Lassus, Cyprian de Rore</em> (Leuven, P. Phalesius, 1570, EHC)</li>
<li><em>Liber secundus sacrarum cantionum</em> (A'pen, T. Susato, 1546, MPM)</li>
<li>Burgundia, <em>Des wereldts proef-steen ...</em> (1892, MPM)</li>
<li><em>Souter Liedekens</em> (A'pen, Jan de Laet, 1559)</li>
<li><em>Hortus Musarum</em> (Leuven, P. Phalesius, 1532?, Muziekconservatorium Brussel)</li>
<li>Cellarius Joannes, <em>Opuscula quatuor</em> (Deventer, Th. de Borne, 1517, Münster Universiteitsbibliotheek</li>
<li><em>Chansons nouvelles van B. Beaulaigne</em> (Lyon, 1558)</li>
<li>Valla, Laurent, <em>De linguae Latinae elegantia libri sex</em> (Paris, S. Colinaeus, 1535, 110m cursief, MPM)</li>
</ol>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,,,,,e73_LegacyInformation,,,,,,,,,,,0,id.objectNumber,,,,,,,,,,,,,,,,BE-ANN00/ph/000000065,referentienummer,False,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.id,,,,,,,,,,,,,,,,tg:mpmph:76,brocade id,False,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,,,,,e73_LegacyInformation,,,,,,,,,,,1,brocade.url,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:76/N,brocade url,False,,,,,,,,,,,,,,,
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,,,,e73_MaterialRecords,,,,,,,,,,,1,materialRecords,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""192f248d-5931-5938-864c-9627fc72eee7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""025c006c-40f9-4dcd-bdfc-cf780ac1fed5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,
