ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
b76a45db-435e-511c-b56f-68b775c2d143,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b76a45db-435e-511c-b56f-68b775c2d143,object identifier,tg:mmbbr:922,record identifiers,MMB.A.0922,descriptive note,Nederlands,"kwitantie van de restauratie van de deuren van twee triptieken, van kaders, van een gotisch portret, van vier Franse portretten, van vijf vrouwenportretten waaronder één door Mijtens [Portret van een Haagse jonge dame als Diana], twee mansportretten waaronder één een door Maes [Portret van een jonge man], twee kinderportretten door de Vos [Cornelia of Elisabeth Vekemans en Frans Vekemans] een diptiek, een decoratief schilderij, twee werken door Patinir [Hieronymus in een landschap], een werk door Bruegel en een gotisch werk uit de school van Memling",Brieven
b76a45db-435e-511c-b56f-68b775c2d143,e73_Copyrights,tg:mmbbr:922,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/N1TYpDfKdfvliWcULpiUUMeD,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/IaPBkuhrvhneoGHAk5QxaZDI,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/u1iRREPQWRCAILgQWjdlO8pY,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/IHGYDgXzJfyPslfSW6Nsm9Uf,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/cJVWNVVeakUUcJJlsdChKnfA,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0136,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0153,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0029,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0071,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_ExternalRelations,tg:mmbbr:922,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0070,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
b76a45db-435e-511c-b56f-68b775c2d143,e73_MaterialRecords,tg:mmbbr:922,1,,,,,,,6026804d-4bc2-5b21-91c8-c361dd72ba1c,tg:mmbbr:922_#1,"[{""resourceId"": ""6026804d-4bc2-5b21-91c8-c361dd72ba1c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b2416860-61e3-4917-a940-4c6e85db29a9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
