ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
3a3f53a5-bcda-5405-9d18-99f295ad06e3,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3a3f53a5-bcda-5405-9d18-99f295ad06e3,object identifier,tg:mmbbr:13,record identifiers,MMB.A.0013,descriptive note,Nederlands,de aankoop van enkele stukken [glasramen] op de veiling Van der Straelen-Moons-Van Lerius,Brieven
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_Copyrights,tg:mmbbr:13,,begindatum,,,,,,,,,1885,No Copyright - Public Domain Mark 1.0,2000,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,10,externe relaties 10 [gerelateerde objecten],https://dams.antwerpen.be,/asset/TbUvZbZLN7C4taDlOdmbVGid,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/wBQugeraLLSXGTFXYbh4UHL7,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/rMLBXiuYS2aELUMNXUtkauE0,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/V1RARAuOTnRdoBRtNLYLiWO6,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Llb7ickPWOSWiKjZD89goy4D,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/I1leKWI7QUKXcVaCab72ZkVu,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/N1U5LUgVXuSUefBjtDjrG4rr,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/DPvVUwFQHbOfTbCPMcUViaX8,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/D1lDLYPMfqMsbLUZoP2qrZDF,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0637,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0638,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0639,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0641,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0642,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_6,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0659,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_7,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0668,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_8,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0669,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_9,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1295,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_MaterialRecords,tg:mmbbr:13,1,,,,,,,3a3746a4-32ad-5272-bb25-e83476253ae8,tg:mmbbr:13_#1,"[{""resourceId"": ""3a3746a4-32ad-5272-bb25-e83476253ae8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4e40cb4b-a96e-4097-a642-55b0c8686b7c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
