ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,object identifier,tg:mmbbr:1153,record identifiers,MMB.A.1153,descriptive note,Nederlands,"Factuur voor de restauratie van verschillende schilderijen waaronder werken door Cranach, een gotisch werk voorstellend de Madonna met kind, een werk door van Huijsum voorstellend een fruitstuk, een gotisch werk voorstellend Ecce Homo, een altaarstuk door Broederlam, een werk in de stijl van Van Eyck voorstellend de Madonna, werken door Aertsen waaronder één voorstellend een eierdans, een werk in de stijl van Dürer, een diptiek door Bergmans voorstellend twee portretten, een landschap door Wildens, een vrouwenportret door Largillière, een gotisch werk voorstellend de opvoeding van Christus, werken door Ketels waaronder een kinderportret, een gotisch werk voorstellend een engel en een werk voorstellend het hoofd van Christus",Brieven
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_Copyrights,tg:mmbbr:1153,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,10,externe relaties 10 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Be8iVPCbXpaHlbNsTF37M3o4,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/G2X6ZelLMRXUPHIX6dvNWSR6,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/N5VXdlnYbehGURdeeKEdW32x,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q1HdecXpGBaUPNeDZZuDDbwz,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/zRd8lSOLd9PYQFr6LI4Gq0De,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/A1dfXULbYaLSprYLZCoELU0V,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/ImWVtRmPLIuWkOgcp8TBS2dJ,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/H2USPQlSqOQQplOqeVtRdCl8,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/q2edCaqCchXIekWOkgsePuT8,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0162,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,g_o_10,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0026,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,e73_ExternalRelations,tg:mmbbr:1153,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0188.2,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
