ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,object identifier,tg:mmbbr:12,record identifiers,MMB.A.0012,descriptive note,Nederlands,"Kwitantie voor de aankopen van de veiling Van Van der Straelen-Moons-Van Lerius [beeldhouwwerk, gildebeker]",Brieven
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_Copyrights,tg:mmbbr:12,,begindatum,,,,,,,,,1885,No Copyright - Public Domain Mark 1.0,2000,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/r1KUU9WqqKFxtnbdLIDB5qHT,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/w1sjGNDUi8gPRumURNOhgYup,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/m1JidPYhXeTTqbgXEdN1lkOW,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0215.1-2,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0215.2-2,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0487,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_MaterialRecords,tg:mmbbr:12,1,,,,,,,3257aeb2-76f0-5e41-89ae-2f50b7ad69cf,tg:mmbbr:12_#1,"[{""resourceId"": ""3257aeb2-76f0-5e41-89ae-2f50b7ad69cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2c7e5f79-4918-4748-b540-cc7b0e2f9228"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
