ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
2cb9d62e-b67e-51af-bff3-faa273d835af,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2cb9d62e-b67e-51af-bff3-faa273d835af,object identifier,tg:mmbbr:1019,record identifiers,MMB.A.1019,descriptive note,Nederlands,"de verzending van een schilderij [Juan de Flandres, Feestmaal van Herodes], inlichtingen over de onderhandelingen met graaf Duchatel [ivm. Aertsen, Boerengezelschap bij de haard; Teniers Verzoeking van Antonius abt] en de belofte om contact op te nemen met Bligny ",Brieven
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_Copyrights,tg:mmbbr:1019,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/c2KYSrRGHZcLiJdHNWfPEfuF,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/A1dfXULbYaLSprYLZCoELU0V,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/j2IGtaelUlWW6FjHSSdObA6s,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0009,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0105,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_ExternalRelations,tg:mmbbr:1019,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0087,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
2cb9d62e-b67e-51af-bff3-faa273d835af,e73_MaterialRecords,tg:mmbbr:1019,1,,,,,,,8027ae72-138c-52aa-a6d1-789b111d6dde,tg:mmbbr:1019_#1,"[{""resourceId"": ""8027ae72-138c-52aa-a6d1-789b111d6dde"", ""ontologyProperty"": """", ""resourceXresourceId"": ""850e149b-94db-4cfa-b297-fa58fda4d2ec"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
