ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
aae45df0-c8e8-5a28-9678-1556ed7f4abb,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aae45df0-c8e8-5a28-9678-1556ed7f4abb,object identifier,tg:mmbbr:832,record identifiers,MMB.A.0832,descriptive note,Nederlands,"de onderhandelingen over twee schilderijen voorstellende de Madonna met kind [Spanzotti, Maria lactans met musicerende engelen; da Spoleto, Maria met Kind en vier taferelen uit haar leven], een miniatuur, een vaas op een bronzen sokkel, en een schilderij door Seghers voorstellende bloemen",Brieven
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_Copyrights,tg:mmbbr:832,,begindatum,,,,,,,,,1897,No Known Copyright,2012,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/S1JiRFbdPKCKljYPfDt3LaKu,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/n2aboGKZTZkTdfsHYll6Es0C,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/pffEcAXWWwdfiunOXwB4tLHN,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/RdUcntPRsNIo7XFT8tR5BfHd,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0198,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0195,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0609,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_ExternalRelations,tg:mmbbr:832,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0078,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
aae45df0-c8e8-5a28-9678-1556ed7f4abb,e73_MaterialRecords,tg:mmbbr:832,1,,,,,,,016a7ca7-a192-506f-a15d-bf8ef3b2abfa,tg:mmbbr:832_#1,"[{""resourceId"": ""016a7ca7-a192-506f-a15d-bf8ef3b2abfa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""369c27f2-af33-4fa2-bfb4-4f19860c398f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
