ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
811045e5-775e-5bc6-a679-463b25752fea,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/811045e5-775e-5bc6-a679-463b25752fea,object identifier,tg:mmbbr:1065,record identifiers,MMB.A.1065,descriptive note,Nederlands,"de ontvangst van geld, inlichtingen over een aankoop bij Warneck [Man van Smarten, albast], over Bligny, over de herkomst van aangekochte stukken en de verzending van twee panelen aangekocht bij Hochon [Mauch, Marteldood van Catharina en Catharina begraven door engelen]",Brieven
811045e5-775e-5bc6-a679-463b25752fea,e73_Copyrights,tg:mmbbr:1065,,begindatum,,,,,,,,,1900,No Known Copyright,2015,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/U2iTQGSV85hWeQOpWcvGncbw,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/toXBavd9IWHFUtgTXTwuGCGM,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Y1UKdNnWXJbWYfZcglqoNEvU,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0317,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0235,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_ExternalRelations,tg:mmbbr:1065,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0236,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
811045e5-775e-5bc6-a679-463b25752fea,e73_MaterialRecords,tg:mmbbr:1065,1,,,,,,,e0f0a281-78fd-5382-b323-9f195131ac98,tg:mmbbr:1065_#1,"[{""resourceId"": ""e0f0a281-78fd-5382-b323-9f195131ac98"", ""ontologyProperty"": """", ""resourceXresourceId"": ""37a867e5-604a-4e92-b96f-fc0680ef2783"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
