ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
9d832ead-d4ee-5a5b-b315-a5aa742781d4,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9d832ead-d4ee-5a5b-b315-a5aa742781d4,object identifier,tg:mmbbr:1115,record identifiers,MMB.A.1115,descriptive note,Nederlands,"de ontvangst van foto's, inlichtingen over een altaarstuk toegeschreven aan Broederlam [anoniem, Geboorte van Jezus, Verrijzenis, Hl. Christoffel], over een polyptiek [Torenretabel met Kindheidscyclus], over een werk in de stijl van de meester van Flémalle en over werken door Rogier in verschillende collecties",Brieven
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_Copyrights,tg:mmbbr:1115,,begindatum,,,,,,,,,1900,No Known Copyright,2015,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/J1LibcgabsBDPOWXfPNk2zfY,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/fSNbT9xJkRYQUZQQXp1gThs2,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/VEOaZNJ7UVjVBvpD6OS4n1Er,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/zRd8lSOLd9PYQFr6LI4Gq0De,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0001.1-2,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0001.2-2.A,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0001.2-2.B,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_ExternalRelations,tg:mmbbr:1115,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0002,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_Languages,,,taal 1,,,,,German (language),,,,,,,,,,,,,,,
9d832ead-d4ee-5a5b-b315-a5aa742781d4,e73_MaterialRecords,tg:mmbbr:1115,1,,,,,,,a769c5f2-4265-595b-9339-a8566b7ca84d,tg:mmbbr:1115_#1,"[{""resourceId"": ""a769c5f2-4265-595b-9339-a8566b7ca84d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a60cd346-38be-4fca-a939-c9536e3ce2b6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
