ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,object identifier,tg:mmbbr:732,record identifiers,MMB.A.0732,descriptive note,Nederlands,"kwitantie van de aangekochte schilderijen op een veiling van Christie's: één grisaille voorstellende alegorische figuren [Creti, Ferrajuoli en Paltronieri, Allegorie op het denkbeeldig praalgraf van Joseph Addison], twee door Baptiesto voorstellende bloemstukken [Clara Peeters, Bloemen in een vaasje met sprinkhaan en kikvors, en Bloemen in een vaasje met knabbelende muis] en één door Hondius [Honden vallen een stier aan]",Brieven
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_Copyrights,tg:mmbbr:732,,begindatum,,,,,,,,,1896,No Known Copyright,2011,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/mcHTCAUHRTVHOcPfX9DidZw5,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/TQTeSo9VZGOCCOajiHkl13oL,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/R2QhTYYTEKkaubPIcffSIlZh,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/q1iAKdaKfakGVUSeHUkjNZHY,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0171,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0193,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0194,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_ExternalRelations,tg:mmbbr:732,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0155,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_Languages,,,taal 1,,,,,English (language),,,,,,,,,,,,,,,
b1b53b0a-c06e-5dd8-a6da-b2cba5176f7c,e73_MaterialRecords,tg:mmbbr:732,1,,,,,,,99f108ac-2920-5a80-9175-ed3e7e98880d,tg:mmbbr:732_#1,"[{""resourceId"": ""99f108ac-2920-5a80-9175-ed3e7e98880d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""50aa0121-4ab1-4b83-a135-beb41944bdc5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
