ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
c67cb367-4a62-5c2b-8375-838c758754ac,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c67cb367-4a62-5c2b-8375-838c758754ac,object identifier,tg:mmbbr:768,record identifiers,MMB.A.0768,descriptive note,Nederlands,de betaling en ophaling van schilderijen bij Bredehoff de Vicq [François van Bredehoff de Vicq van Oosthuizen],Brieven
c67cb367-4a62-5c2b-8375-838c758754ac,e73_Copyrights,tg:mmbbr:768,,begindatum,,,,,,,,,1897,No Known Copyright,2012,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/m1T7hYsXh7WcY3rggXjm5Ujm,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/j1WooRfRWYdCW6SEqbdUUauQ,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/u1ITHVUZcw9mbR8UidT9nEI7,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/CXrUQ9j9GZfN7VkTuUplkmXU,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q2LXnTLdZDKOr6YeqNCjeaRo,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q2LXnTLdZDKOr6YeqNCjeaRo,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0111,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0134,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0137,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0138,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0159,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_ExternalRelations,tg:mmbbr:768,g_o_6,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0160,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
c67cb367-4a62-5c2b-8375-838c758754ac,e73_MaterialRecords,tg:mmbbr:768,1,,,,,,,c617f442-215d-5b79-b9b5-b3d5a4d159d3,tg:mmbbr:768_#1,"[{""resourceId"": ""c617f442-215d-5b79-b9b5-b3d5a4d159d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9806396-a0fb-49af-a469-a102d1431b9c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
