ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
bbd62327-a257-5e38-b790-ab53a462d876,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/bbd62327-a257-5e38-b790-ab53a462d876,object identifier,tg:mmbbr:5,record identifiers,MMB.A.0005,descriptive note,Nederlands,"de keuring van tien aangeboden medailles (van Ludovicus Perez, van Adrianus VI, van Maximiliaan en Maria van Bougondië, van Frederik III en Maximiliaan I, van Louis en Maria van Hongarije, van Filips II, Karel V, van Don Juan, van Cruningham en een loden medaille van Matthias)",Brieven
bbd62327-a257-5e38-b790-ab53a462d876,e73_Copyrights,tg:mmbbr:5,,begindatum,,,,,,,,,1884,No Copyright - Public Domain Mark 1.0,1999,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/X2MIIPWUSP4oEZMV7YkRkaBG,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/G2VMrWRFYvFGIOOTLPNElwYs,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/zoeken?search=MMB.0848&fts=0,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/zoeken?search=MMB.0871&fts=0,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/zoeken?search=MMB.0873&fts=0,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/O1lOJUKynW9TNBbCignKsrGR,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/v1efdUKPQVacSRYbiZ2EoL9K,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_ExternalRelations,tg:mmbbr:5,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/M1l4mEHUSvWQVmZcKj2gSOyh,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
bbd62327-a257-5e38-b790-ab53a462d876,e73_MaterialRecords,tg:mmbbr:5,1,,,,,,,f962a591-a006-5498-b96d-26bbe01c3c46,tg:mmbbr:5_#1,"[{""resourceId"": ""f962a591-a006-5498-b96d-26bbe01c3c46"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db5ebc0c-6168-476e-894f-9e75db52664a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
