ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
235bf955-9d2b-5cf9-8744-2acee091f35f,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/235bf955-9d2b-5cf9-8744-2acee091f35f,object identifier,tg:mmbbr:1031,record identifiers,MMB.A.1031,descriptive note,Nederlands,"inlichtingen over de toeschrijving van schilderijen aan Wouwerman, aan Lingelbach, aan Metsu of aan Toorenvliet, over een schilderij door Aertsen [Boerengezelschap bij de haard] en over twee portretten door Berckmans [Berckman, Portret van een jonge man en Portret van een jonge dame]",Brieven
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_Copyrights,tg:mmbbr:1031,,begindatum,,,,,,,,,1900,No Known Copyright,2015,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/A1dfXULbYaLSprYLZCoELU0V,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/ImWVtRmPLIuWkOgcp8TBS2dJ,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/H2USPQlSqOQQplOqeVtRdCl8,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0105,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0148,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_ExternalRelations,tg:mmbbr:1031,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0149,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
235bf955-9d2b-5cf9-8744-2acee091f35f,e73_MaterialRecords,tg:mmbbr:1031,1,,,,,,,0e38afe8-6ad1-5834-82a6-035dd9520efe,tg:mmbbr:1031_#1,"[{""resourceId"": ""0e38afe8-6ad1-5834-82a6-035dd9520efe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dee4fcc4-ebad-46f8-bcaa-de73cbf68fe5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
