ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
7d84c271-001c-5726-8357-c78f8747946a,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7d84c271-001c-5726-8357-c78f8747946a,object identifier,tg:mmbbr:952,record identifiers,MMB.A.0952,descriptive note,Nederlands,"de onderhandelingen over de aankoop van een deel van de collectie Micheli: epitaaf van de Mezières, pleurant, grafbeeldje, byzantijnse ivoren plaat, vier ivoren platen, ivoren doos voorstellend de apocalyps, verschillende sculpturen in been en ivoor waaronder een Madonna, marmeren bas-reliëf voorstellend een portret van de Madonna in profiel, een medaillon in email, een wiegje van Christus, een glasraam voorstellend een kind in een kar, een Bourgondische diptiek en een triptiek voorstellend de apostelen met kinderen ",Brieven
7d84c271-001c-5726-8357-c78f8747946a,e73_Copyrights,tg:mmbbr:952,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,10,externe relaties 10 [gerelateerde objecten],https://dams.antwerpen.be,/asset/G2Lgw5VJWjLqPSaRSsBPvAse,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/m2IScUXDv8RIkJbblji0kmzu,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/IphhOIXiSdRZHjSpE1fdZ7cp,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/jLDOvEdoecGjYaDTe4K1pSTJ,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/T2CHikpGhaSbQMGWGdl8jiJA,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/j16WWLOliMC5TSaMFnN4okrz,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z2oWKWqgEqYlHOVTTeWvbUCE,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/n1oPWxcNLU8UfacenV0QQoSy,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_ExternalRelations,tg:mmbbr:952,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/J1LUIefHYtYVmaJUh8TjChFB,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
7d84c271-001c-5726-8357-c78f8747946a,e73_MaterialRecords,tg:mmbbr:952,1,,,,,,,a158d589-ef9b-557c-81e2-e952498b4354,tg:mmbbr:952_#1,"[{""resourceId"": ""a158d589-ef9b-557c-81e2-e952498b4354"", ""ontologyProperty"": """", ""resourceXresourceId"": ""23330c53-5f20-4a79-b089-86ed6e3b2a6d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
