ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
a02630e0-4ddb-5324-b294-d064eecb07c4,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a02630e0-4ddb-5324-b294-d064eecb07c4,object identifier,tg:mmbbr:1013,record identifiers,MMB.A.1013,descriptive note,Nederlands,"kwitantie van twee luiken van een Vlaamse triptiek [Cranach, Hl. Catharina en Barbara], een mansportret [anoniem, Portret van een 30-jarige man], een ivoor met twee voorstellingen [Geboorte van Jezus en Kroning van Maria], een houten doos en een sleutel met rozen en kronen erop",Brieven
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_Copyrights,tg:mmbbr:1013,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/N5VXdlnYbehGURdeeKEdW32x,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q1HdecXpGBaUPNeDZZuDDbwz,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/q1ULUddaOciQXeBRZsrerlzV,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/s1laeMj2ibUOeThUNv6nWghm,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/g1OJfIWKZpWZmFSWih4yK4eO,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0188.2,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0188.3,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0051,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0446,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_ExternalRelations,tg:mmbbr:1013,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0580,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
a02630e0-4ddb-5324-b294-d064eecb07c4,e73_MaterialRecords,tg:mmbbr:1013,1,,,,,,,45307267-badc-5768-8a4b-96a7bf7df5d0,tg:mmbbr:1013_#1,"[{""resourceId"": ""45307267-badc-5768-8a4b-96a7bf7df5d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81ab58d5-015d-4372-beeb-73f53a307634"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
