ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
61ee1d42-9230-5572-a23d-65dfabd4d4e2,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/61ee1d42-9230-5572-a23d-65dfabd4d4e2,object identifier,tg:mmbbr:1076,record identifiers,MMB.A.1076,descriptive note,Nederlands,"de ontvangst van foto's en inlichtingen over twee Duitse houtreliëfs [Mauch, Marteldood van Catharina en Catharina begraven door engelen], over een triptiek in de stijl van Patinir [Meester van de Heiligenfiguren, Hl. Christoffel, Antonius en Hiëronymus], over een triptiek toegeschreven aan Mabuse of Bles voorstellend Christus bij Simon in Brussel, en over een altaarstuk voorstellend de sacramenten in het Antwerpse museum",Brieven
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_Copyrights,tg:mmbbr:1076,,begindatum,,,,,,,,,1900,No Known Copyright,2015,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/toXBavd9IWHFUtgTXTwuGCGM,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Y1UKdNnWXJbWYfZcglqoNEvU,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/iN4XRefiMJaQlMTUGVEV2M2i,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0235,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0236,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_ExternalRelations,tg:mmbbr:1076,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0024,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_Languages,,,taal 1,,,,,German (language),,,,,,,,,,,,,,,
61ee1d42-9230-5572-a23d-65dfabd4d4e2,e73_MaterialRecords,tg:mmbbr:1076,1,,,,,,,93bd7316-7b70-582c-ab82-5a6dcfbf73b4,tg:mmbbr:1076_#1,"[{""resourceId"": ""93bd7316-7b70-582c-ab82-5a6dcfbf73b4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""611b70ce-6a80-4692-adac-ead8150dae7f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
