ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/474dc15f-9bb6-5ab4-9fe4-4038c95fd084,object identifier,tg:mmbbr:441,record identifiers,MMB.A.0441,descriptive note,Nederlands,over de twaalf bronzen medailles met hoofden,Brieven
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Copyrights,tg:mmbbr:441,,begindatum,,,,,,,,,1894,No Known Copyright,2009,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,10,externe relaties 10 [gerelateerde objecten],https://dams.antwerpen.be,/asset/q2ERvHdIMfYmiRnaaTMEkcTe,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/g1XWAqTMRSUamLmTJeye2qDD,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/y2E3jQgSNReSLhTXU3klQG0M,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/j1uj6lcOwjXVZWTuNljo8auu,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z2RVSeOUeDTOYDPVbl8tgAer,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/P1N8MNWmJNFY9ppUHSXXYLgl,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/FirM6SHORgALhWmfpt3ycWsG,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/J26ojDfTWFOQSXTOQLU8Horu,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_ExternalRelations,tg:mmbbr:441,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/P1vLgOSGJgJRsVmmPdV1QLC9,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_MaterialRecords,tg:mmbbr:441,1,,,,,,,845817d0-0cbb-5622-8c4a-14c7c6362d8b,tg:mmbbr:441_#1,"[{""resourceId"": ""845817d0-0cbb-5622-8c4a-14c7c6362d8b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d55c429e-c228-435d-bd4a-f30f90e309fc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
