ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
d914dbfe-897d-5a16-825c-2899b78cd5f7,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/d914dbfe-897d-5a16-825c-2899b78cd5f7,object identifier,tg:mmbbr:767,record identifiers,MMB.A.0767,descriptive note,Nederlands,de betaling voor portretten van de familie Bredehoff en het gebouw van kunsten en wetenschap en het zenden van een bediende om te helpen inpakken van de werken,Brieven
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_Copyrights,tg:mmbbr:767,,begindatum,,,,,,,,,1897,No Known Copyright,2012,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/m1T7hYsXh7WcY3rggXjm5Ujm,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/j1WooRfRWYdCW6SEqbdUUauQ,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/u1ITHVUZcw9mbR8UidT9nEI7,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/CXrUQ9j9GZfN7VkTuUplkmXU,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q2LXnTLdZDKOr6YeqNCjeaRo,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q2LXnTLdZDKOr6YeqNCjeaRo,gerelateerd object,DAMS Archief,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0111,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0134,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0137,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0138,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0159,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_ExternalRelations,tg:mmbbr:767,g_o_6,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0160,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
d914dbfe-897d-5a16-825c-2899b78cd5f7,e73_MaterialRecords,tg:mmbbr:767,1,,,,,,,96a05109-5203-5240-a2cc-3b34f38bf343,tg:mmbbr:767_#1,"[{""resourceId"": ""96a05109-5203-5240-a2cc-3b34f38bf343"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a2bffb58-fbc7-4caa-ba1f-7a31fcfc1c6c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
