ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,Start Date,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,museum,resource_model,ire.isaar.uuid,source_ire_type,Original Entity Type,au_code,g_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,matched on,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,source_date,Copyright Revision Date,Copyright Type,Transactions
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:2585,record identifiers,https://data.rubenianum.be//ark:/86530/14859b3f-1d1a-587d-b1c8-84dfa9030e4a,object identifier,Foto's,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_AssociatedRecords,1,,,,,,,,,rubgr_foto,relatie naar geheel,tg:rubgr:2584,Verwijzing naar Grossmann object,,86307d38-0170-51ad-b784-4a0cf8115f83,"[{""resourceId"": ""86307d38-0170-51ad-b784-4a0cf8115f83"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3084799e-d976-45bd-9cf3-bba7e6737494"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""679386f4-7bc3-4c0d-9320-34b60b78ac64"", ""ontologyProperty"": """", ""resourceXresourceId"": ""61067298-92ee-4cde-b9d9-3208c99047e3"", ""inverseOntologyProperty"": """"}]"
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,"<p>1 zw/w foto met adres Photo d'art Speltdoorn, Rue Ant. Gautier, 113, 1040 Bruxelles met nummer 8024.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000002585,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>4827</priref>
			<number>AFG_083_135</number>
			<part_of_reference>AFG_083_134</part_of_reference>
			<content>1 zw/w foto met adres Photo d'art Speltdoorn, Rue Ant. Gautier, 113, 1040 Bruxelles met nummer 8024.</content>
			<object.object_number>AFG_083</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<part_of.title>Korte inhoud: [Taal, Frans] Stuurt 1 foto van het werk dat nu zowel door Genaille als door FG toegeschreven wordt aan Martin van Cleve. Wil graag naar Londen komen om informatie uit te wisselen over 'Rixe de Paysans' dat nu door het KIK bestudeerd wordt.</part_of.title>
			<class>AFG</class>
			<editorial_form>foto</editorial_form>
			<object.title>Cleve, Marten van</object.title>
			<object.creator/>
			<input.date>2014-01-30</input.date>
			<edit.date>2018-05-24</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>sa73120</edit.name>
			<edit.time>17:26:51</edit.time>
			<input.time>09:52:35</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:2585,brocade id,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:2585/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4400364d-5f89-5b54-9ff7-6a79f895930f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7002c7e4-26e6-4990-9c15-776c6234cff3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_083_135,repository numbers,,,,,,,,,,,,,
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,tg:rubgr:2585,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_083_135,titles proper,Dutch (language),,,,,,,,,,
